Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1526651,0.763327,625317085600,9,2850400,10952,4485939200,0,0,10.1516,409600
1.6384e+07,3052208,0.763053,1250185689600,5,755200,21761,8913305600,0,0,10.1385,409600
2.4576e+07,4577148,0.762858,1874800404800,11,3921600,32761,13418905600,0,0,10.1644,409600
3.2768e+07,6103455,0.762932,2499975956000,13,4536800,43658,17882316800,0,0,10.1703,409600
4.096e+07,7628810,0.762881,3124761973600,18,5975200,54591,22360473600,0,0,10.1704,409600
4.9152e+07,9155573,0.762965,3750123432000,5,1316800,65632,26882867200,0,0,10.1669,409600
5.7344e+07,10681851,0.76299,4375287457600,14,4446400,76545,31352832000,0,0,10.1685,409600
6.5536e+07,12210104,0.763132,5001259048800,13,4874400,87396,35797401600,0,0,10.1724,409600
7.3728e+07,13736769,0.763154,5626581821600,6,1218400,98741,40444313600,0,0,10.1757,409600
8.192e+07,15263480,0.763174,6251922424000,9,2670400,109897,45013811200,0,0,10.1767,409600
