Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1527315,0.763658,625588925600,7,2165600,0,0,0,0,10.186,409600
1.6384e+07,3055440,0.76386,1251508885600,4,976800,0,0,0,0,10.1991,409600
2.4576e+07,4581503,0.763584,1876584477600,15,5295200,0,0,0,0,10.1882,409600
3.2768e+07,6110085,0.763761,2502691156000,3,888800,0,0,0,0,10.1903,409600
4.096e+07,7636127,0.763613,3127757981600,6,2095200,0,0,0,0,10.1785,409600
4.9152e+07,9164034,0.76367,3753589002400,9,3010400,0,0,0,0,10.1808,409600
5.7344e+07,10689793,0.763557,4378540252800,11,3465600,0,0,0,0,10.1729,409600
6.5536e+07,12218466,0.763654,5004684853600,9,2506400,0,0,0,0,10.1763,409600
7.3728e+07,13745117,0.763618,5630000317600,8,2882400,0,0,0,0,10.173,409600
8.192e+07,15272012,0.763601,6255416472800,7,2509600,0,0,0,0,10.1698,409600
