Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729188,0.922415,746109532312,576,594290536,99067,133386166272,65,87110592,483.666,1.05637e+06
1.6384e+07,1460207,0.922998,1493316921280,527,566364224,199491,268505878528,122,168398848,490.339,1.05597e+06
2.4576e+07,2190230,0.922755,2239288289368,484,507234216,298281,401473146880,99,134112192,487.395,1.05556e+06
3.2768e+07,2921874,0.923172,2987288967968,460,479622368,399799,538148966400,67,88044480,489.973,1.05571e+06
4.096e+07,3654256,0.923503,3735668178544,463,504930704,502048,675803824128,146,201667520,492.783,1.05578e+06
4.9152e+07,4383966,0.92323,4481259493304,552,589670472,600519,808333189120,101,131916736,492.197,1.05561e+06
5.7344e+07,5115053,0.92321,5228004681992,476,522012408,699812,941896757248,146,196666304,491.822,1.05547e+06
6.5536e+07,5845221,0.92306,5973732863504,376,399782384,799326,1075846967296,48,63112128,491.271,1.05536e+06
7.3728e+07,6576500,0.923169,6721372497408,524,553134592,899308,1210440380416,119,161681408,491.832,1.0554e+06
8.192e+07,7308451,0.923278,7469220557608,527,540773592,999758,1345648238592,47,62156800,491.992,1.05538e+06
