Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1527563,0.763783,625690852800,15,5096000,0,0,0,0,10.1988,409600
1.6384e+07,3055869,0.763968,1251684516000,9,3112800,0,0,0,0,10.1955,409600
2.4576e+07,4582447,0.763742,1876971424800,12,3781600,0,0,0,0,10.1892,409600
3.2768e+07,6106532,0.763317,2501236655200,11,3357600,0,0,0,0,10.171,409600
4.096e+07,7630991,0.763099,3125654450400,20,7655200,0,0,0,0,10.1599,409600
4.9152e+07,9157981,0.763165,3751109481600,12,4451200,0,0,0,0,10.1582,409600
5.7344e+07,10683796,0.763129,4376084268800,9,2259200,0,0,0,0,10.1534,409600
6.5536e+07,12210785,0.763174,5001538648800,14,4621600,0,0,0,0,10.1514,409600
7.3728e+07,13740783,0.763377,5628225927200,10,2885600,0,0,0,0,10.1627,409600
8.192e+07,15268272,0.763414,6253885092800,13,4443200,0,0,0,0,10.165,409600
