Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1525300,0.762651,624763561600,24,9148800,10826,4434329600,0,0,10.1212,409600
1.6384e+07,3053070,0.763268,1250538288800,7,2050400,21908,8973516800,0,0,10.1557,409600
2.4576e+07,4579516,0.763253,1875770952800,14,4535200,32903,13477068800,0,0,10.1666,409600
3.2768e+07,6105238,0.763155,2500706404000,16,5634400,43782,17933107200,0,0,10.1582,409600
4.096e+07,7631351,0.763135,3125801811200,8,2835200,54800,22446080000,0,0,10.1583,409600
4.9152e+07,9159911,0.763326,3751900591200,6,1412000,65846,26970521600,0,0,10.17,409600
5.7344e+07,10685682,0.763263,4376855851200,4,1134400,76723,31425740800,0,0,10.1611,409600
6.5536e+07,12212342,0.763271,5002175995200,8,2564800,87737,35937075200,0,0,10.1612,409600
7.3728e+07,13736643,0.763147,5626529700000,9,2959200,98629,40398438400,0,0,10.1538,409600
8.192e+07,15262347,0.763117,6251457915200,7,2283200,109616,44898713600,0,0,10.1532,409600
