Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730459,0.911349,746577162112,25,22155392,7843,10459578368,0,0,27.4121,1.02537e+06
1.6384e+07,1460961,0.911588,1493545040576,31,27432256,15734,20973547520,0,0,27.572,1.02561e+06
2.4576e+07,2191114,0.911375,2239796339008,42,45825728,23637,31517405184,0,0,27.6196,1.02554e+06
3.2768e+07,2921017,0.911314,2986192933376,32,28806656,31683,42237198336,0,0,27.6915,1.02565e+06
4.096e+07,3651619,0.91136,3732931288160,46,45065120,39639,52831309824,0,0,27.7048,1.0256e+06
4.9152e+07,4382008,0.911315,4479297368896,34,34061504,47602,63438712832,0,0,27.7195,1.02554e+06
5.7344e+07,5112979,0.911405,5226360244992,25,18482432,55494,73970171904,0,0,27.709,1.02551e+06
6.5536e+07,5844219,0.911539,5973861745152,40,32919040,63518,84651180032,0,0,27.7804,1.02552e+06
7.3728e+07,6575063,0.911524,6720486905504,33,30099808,71610,95431614464,0,0,27.8367,1.02546e+06
8.192e+07,7307084,0.911675,7468444592448,21,19384000,79637,106105143296,0,0,27.8984,1.02543e+06
