Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,593772,0.791842,648677351904,137930,99326791200,364925,485088014336,191,250642432,69669.7,1.26798e+06
1.6384e+07,1188513,0.792531,1298483253728,274736,197193489952,730468,971054034944,188,250761216,138046,1.26804e+06
2.4576e+07,1782794,0.792556,1947785851360,410567,294273125920,1095668,1456511799296,185,245927936,206256,1.26802e+06
3.2768e+07,2377970,0.792894,2598155104736,547807,392135822880,1461760,1943004938240,162,209813504,274469,1.26788e+06
4.096e+07,2972372,0.792802,3247316709856,683254,489005477408,1827065,2428365303808,188,248573952,342701,1.2678e+06
4.9152e+07,3567601,0.792939,3897455653344,818864,586014400032,2192991,2914643189760,172,227516416,410779,1.26775e+06
5.7344e+07,4163113,0.793155,4548266295776,954332,682852441632,2559320,3401638166528,188,251850752,478728,1.26777e+06
6.5536e+07,4756878,0.792946,5196647739872,1090124,779875884576,2923874,3886174892032,186,247132160,546654,1.26776e+06
7.3728e+07,5351712,0.792971,5846419784160,1226726,877447953952,3289497,4372099530752,183,239726592,614620,1.26774e+06
8.192e+07,5946164,0.792936,6495732941280,1363006,974825983520,3654820,4857576984576,184,244023296,682659,1.26773e+06
