Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1527516,0.76376,625671819200,12,3649600,10788,4418764800,0,0,10.1477,409600
1.6384e+07,3053865,0.763467,1250863712000,8,2668800,21779,8920678400,0,0,10.159,409600
2.4576e+07,4580231,0.763372,1876063464000,4,792000,32848,13454540800,0,0,10.1493,409600
3.2768e+07,6107728,0.763466,2501726070400,9,3004800,43924,17991270400,0,0,10.1657,409600
4.096e+07,7633657,0.763366,3126746610400,10,3392800,54956,22509977600,0,0,10.1657,409600
4.9152e+07,9158763,0.76323,3751429864800,5,1508000,65785,26945536000,0,0,10.1567,409600
5.7344e+07,10686055,0.76329,4377009308800,13,4144000,77000,31539200000,0,0,10.1611,409600
6.5536e+07,12212630,0.763289,5002294040000,15,5352000,87865,35989504000,0,0,10.1567,409600
7.3728e+07,13738247,0.763236,5627186833600,8,2414400,98854,40490598400,0,0,10.1546,409600
8.192e+07,15265691,0.763285,6252828019200,14,4748800,110106,45099417600,0,0,10.1605,409600
