Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1528517,0.764259,626081062400,5,1548800,5525,2263040000,0,0,10.1491,409600
1.6384e+07,3056669,0.764168,1252012295200,10,3423200,11101,4546969600,0,0,10.1381,409600
2.4576e+07,4582301,0.763717,1876910775200,4,1352800,16457,6740787200,0,0,10.1184,409600
3.2768e+07,6108625,0.763578,2502093740800,8,2336000,21903,8971468800,0,0,10.1141,409600
4.096e+07,7638733,0.763874,3128826860000,19,5959200,27385,11216896000,0,0,10.1258,409600
4.9152e+07,9165853,0.763821,3754334082400,4,944800,32828,13446348800,0,0,10.1262,409600
5.7344e+07,10693162,0.763797,4379919913600,6,1699200,38357,15711027200,0,0,10.124,409600
6.5536e+07,12217673,0.763605,5004359776800,13,4408800,43792,17937203200,0,0,10.114,409600
7.3728e+07,13746713,0.763706,5630653644800,0,0,49342,20210483200,0,0,10.1215,409600
8.192e+07,15272276,0.763614,6255525120800,6,1586400,54817,22453043200,0,0,10.1161,409600
