Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,593138,0.790528,647600466272,136418,98146481824,364096,483993223168,176,232656896,68844.7,1.26786e+06
1.6384e+07,1188001,0.791831,1297335941472,272399,195545790112,729730,969892995072,177,236953600,136511,1.26776e+06
2.4576e+07,1780837,0.791434,1945028036960,407871,292170024608,1093671,1453771526144,199,263389184,204436,1.26783e+06
3.2768e+07,2376661,0.7923,2596207864160,543729,389146437280,1460237,1941083176960,177,235212800,272218,1.26791e+06
4.096e+07,2971984,0.792586,3246432840032,679772,486378808992,1826174,2427463954432,176,231014400,340097,1.26788e+06
4.9152e+07,3566130,0.792482,3895205349728,814656,582846330528,2190996,2912411811840,185,246362112,407912,1.2679e+06
5.7344e+07,4161300,0.792671,4545495243104,951735,680616400544,2556901,3398848909312,178,233566208,475779,1.2679e+06
6.5536e+07,4756044,0.792691,5194980268384,1088021,778180695712,2922388,3884510466048,186,250097664,543791,1.26784e+06
7.3728e+07,5350682,0.792703,5844439349600,1224310,875542824608,3287775,4370129108992,184,249659392,611865,1.26783e+06
8.192e+07,5946607,0.792889,6495342909792,1359205,972150376096,3654326,4857210728448,202,267718656,679838,1.2678e+06
