Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
819200,152673,0.763374,62535634400,12,4141600,1021,418201600,0,0,10.1961,409600
1.6384e+06,305584,0.763963,125167638400,5,1616000,2091,856473600,0,0,10.1742,409600
2.4576e+06,458719,0.764537,187892519200,13,4108000,3210,1314816000,0,0,10.2279,409600
3.2768e+06,610992,0.763743,250263217600,14,4840000,4305,1763328000,0,0,10.216,409600
4.096e+06,763476,0.763477,312720159200,14,5344800,5380,2203648000,0,0,10.1987,409600
4.9152e+06,916729,0.763943,375493252800,13,4270400,6502,2663219200,0,0,10.2024,409600
5.7344e+06,1069242,0.763745,437961790400,4,1371200,7598,3112140800,0,0,10.1926,409600
6.5536e+06,1221544,0.763465,500344569600,3,1081600,8708,3566796800,0,0,10.1832,409600
7.3728e+06,1374273,0.763485,562902402400,4,1456800,9808,4017356800,0,0,10.1916,409600
8.192e+06,1527418,0.763709,625630586400,6,2284000,10973,4494540800,0,0,10.1959,409600
9.0112e+06,1680751,0.763979,688436603200,13,4331200,11950,4894720000,0,0,10.1875,409600
9.8304e+06,1833680,0.764034,751076342400,15,5129600,13125,5376000000,0,0,10.1914,409600
1.06496e+07,1985744,0.763748,813361133600,4,1247200,14185,5810176000,0,0,10.1804,409600
1.14688e+07,2138195,0.763642,875806044800,11,3132800,15323,6276300800,0,0,10.1872,409600
1.2288e+07,2291450,0.763818,938579148800,12,3686400,16444,6735462400,0,0,10.2067,409600
1.31072e+07,2444212,0.763817,1001149984800,6,1708000,17507,7170867200,0,0,10.2093,409600
1.39264e+07,2596913,0.763798,1063696097600,11,3972800,18649,7638630400,0,0,10.2063,409600
1.47456e+07,2749736,0.763816,1126292039200,3,1055200,19739,8085094400,0,0,10.2071,409600
1.55648e+07,2902783,0.763891,1188980753600,12,4078400,20824,8529510400,0,0,10.2147,409600
1.6384e+07,3054714,0.763679,1251211901600,21,7554400,21894,8967782400,0,0,10.2,409600
1.72032e+07,3207056,0.763585,1313610869600,8,2544800,23020,9428992000,0,0,10.195,409600
1.80224e+07,3360197,0.763682,1376337827200,11,3369600,24062,9855795200,0,0,10.1958,409600
1.88416e+07,3513128,0.763724,1438977537600,8,2968000,25177,10312499200,0,0,10.1918,409600
1.96608e+07,3665503,0.763647,1501391417600,8,1888000,26267,10758963200,0,0,10.1857,409600
2.048e+07,3818169,0.763634,1563922801600,7,2088000,27423,11232460800,0,0,10.1867,409600
2.12992e+07,3970642,0.763585,1626375545600,13,4742400,28517,11680563200,0,0,10.1864,409600
2.21184e+07,4123718,0.763652,1689075684000,21,7810400,29686,12159385600,0,0,10.191,409600
2.29376e+07,4276245,0.763615,1751550065600,7,2753600,30755,12597248000,0,0,10.1842,409600
2.37568e+07,4428932,0.763609,1814090783200,7,2631200,31902,13067059200,0,0,10.19,409600
2.4576e+07,4581773,0.763629,1876694750400,16,6024000,33002,13517619200,0,0,10.1916,409600
2.53952e+07,4733622,0.763488,1938892297600,13,4598400,34174,13997670400,0,0,10.1906,409600
2.62144e+07,4886689,0.763545,2001588394400,5,1468000,35353,14480588800,0,0,10.1899,409600
2.70336e+07,5038939,0.763476,2063950420800,9,2680000,36439,14925414400,0,0,10.1835,409600
2.78528e+07,5191470,0.763452,2126426964800,12,4062400,37623,15410380800,0,0,10.1826,409600
2.8672e+07,5344393,0.763485,2189063962400,8,2687200,38724,15861350400,0,0,10.1808,409600
2.94912e+07,5495937,0.763325,2251137154400,12,3556000,39798,16301260800,0,0,10.1753,409600
3.03104e+07,5648560,0.763319,2313651054400,12,4036800,40869,16739942400,0,0,10.169,409600
3.11296e+07,5801036,0.763294,2376104608000,4,1376000,41995,17201152000,0,0,10.1669,409600
3.19488e+07,5953384,0.763255,2438506888000,17,6161600,43036,17627545600,0,0,10.1637,409600
3.2768e+07,6106201,0.763275,2501100605600,9,3010400,44155,18085888000,0,0,10.1632,409600
3.35872e+07,6258659,0.763251,2563547127200,16,6152800,45224,18523750400,0,0,10.1585,409600
3.44064e+07,6411220,0.763241,2626036074400,10,3733600,46361,18989465600,0,0,10.1584,409600
