Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
819200,152856,0.764297,62611228000,16,5143200,1000,409600000,0,0,10.1034,409600
1.6384e+06,304782,0.76196,124839500800,7,2073600,2035,833536000,0,0,9.99506,409600
2.4576e+06,456934,0.761559,187160854400,16,5865600,3161,1294745600,0,0,10.0056,409600
3.2768e+06,610000,0.762501,249856491200,2,328000,4329,1773158400,0,0,10.0708,409600
4.096e+06,763033,0.763035,312539017600,5,1347200,5516,2259353600,0,0,10.1425,409600
4.9152e+06,915427,0.762858,374960000000,14,4633600,6622,2712371200,0,0,10.1412,409600
5.7344e+06,1068728,0.763378,437751764800,6,1681600,7755,3176448000,0,0,10.1607,409600
6.5536e+06,1221482,0.763427,500319657600,8,2646400,8863,3630284800,0,0,10.1592,409600
7.3728e+06,1374450,0.763584,562975024000,7,2563200,9914,4060774400,0,0,10.1473,409600
8.192e+06,1527681,0.763841,625738644800,10,3588800,11093,4543692800,0,0,10.1683,409600
9.0112e+06,1680395,0.763817,688290756000,12,3951200,12171,4985241600,0,0,10.1725,409600
9.8304e+06,1833573,0.763989,751032021600,6,1936800,13296,5446041600,0,0,10.1815,409600
1.06496e+07,1986514,0.764045,813676907200,6,1684800,14345,5875712000,0,0,10.1912,409600
1.14688e+07,2138881,0.763887,876086398400,5,1307200,15454,6329958400,0,0,10.1758,409600
1.2288e+07,2291634,0.763879,938654315200,7,1838400,16583,6792396800,0,0,10.1802,409600
1.31072e+07,2444858,0.764019,1001414847200,15,5133600,17670,7237632000,0,0,10.1949,409600
1.39264e+07,2597480,0.763965,1063928230400,9,3264000,18847,7719731200,0,0,10.1915,409600
1.47456e+07,2750073,0.76391,1126430912800,6,1445600,19913,8156364800,0,0,10.1928,409600
1.55648e+07,2902626,0.763849,1188916391200,10,3314400,20924,8570470400,0,0,10.1886,409600
1.6384e+07,3055895,0.763974,1251694894400,9,3384000,22152,9073459200,0,0,10.2025,409600
1.72032e+07,3208904,0.764025,1314367400000,5,1726400,23269,9530982400,0,0,10.208,409600
1.80224e+07,3361622,0.764006,1376921342400,8,2305600,24302,9954099200,0,0,10.1952,409600
1.88416e+07,3513927,0.763897,1439304992800,11,4012000,25358,10386636800,0,0,10.1907,409600
1.96608e+07,3666987,0.763956,1501999006400,8,2145600,26438,10829004800,0,0,10.1897,409600
2.048e+07,3819079,0.763816,1564294758400,0,0,27485,11257856000,0,0,10.1859,409600
2.12992e+07,3971501,0.763751,1626727582400,5,1275200,28676,11745689600,0,0,10.1854,409600
2.21184e+07,4124435,0.763785,1689369616800,19,6741600,29771,12194201600,0,0,10.1883,409600
2.29376e+07,4277640,0.763865,1752121928800,6,1872800,30887,12651315200,0,0,10.1923,409600
2.37568e+07,4430914,0.763951,1814902910400,6,1921600,32067,13134643200,0,0,10.1976,409600
2.4576e+07,4583816,0.763969,1877531335200,6,2156000,33102,13558579200,0,0,10.1988,409600
2.53952e+07,4736147,0.763895,1939926512000,6,1756800,34154,13989478400,0,0,10.1913,409600
2.62144e+07,4889575,0.763997,2002771320000,10,2696000,35276,14449049600,0,0,10.1971,409600
2.70336e+07,5043149,0.764114,2065674415200,14,5149600,36373,14898380800,0,0,10.2043,409600
2.78528e+07,5195766,0.764084,2128186752000,14,4736000,37508,15363276800,0,0,10.1987,409600
2.8672e+07,5348073,0.764011,2190571761600,7,1806400,38531,15782297600,0,0,10.195,409600
