Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,592841,0.790271,647389671392,137247,98607202336,363841,483753779200,157,203767808,69333.4,1.2678e+06
1.6384e+07,1188269,0.792157,1297869840352,273518,196152197152,729914,970420183040,174,230002688,137473,1.26793e+06
2.4576e+07,1782834,0.792347,1947273187296,411146,294453440544,1095205,1455980929024,172,227401728,205794,1.2678e+06
3.2768e+07,2377636,0.792588,2597153644512,547354,391936176160,1460810,1942038597632,188,244613120,274178,1.26788e+06
4.096e+07,2972387,0.792614,3246545858528,681894,488069845024,1826187,2427567206400,169,221007872,342232,1.26779e+06
4.9152e+07,3567902,0.792952,3897519955936,818882,585863528480,2192518,2914725892096,188,245596160,410265,1.26789e+06
5.7344e+07,4161729,0.792806,4546265743328,955556,683393060896,2557304,3399613243392,171,227160064,478399,1.26785e+06
6.5536e+07,4756517,0.792813,5195781636064,1092101,781146656800,2922699,3885319180288,194,257204224,546605,1.26786e+06
7.3728e+07,5350584,0.792712,5844504293344,1227688,878121914400,3287368,4370190569472,189,245936128,614730,1.26788e+06
8.192e+07,5943701,0.792505,6492197425120,1364176,975493259296,3651400,4854042828800,187,245063680,682844,1.26786e+06
