Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730252,0.910908,746216223520,23,20700384,7894,10513608704,0,0,27.7406,1.02517e+06
1.6384e+07,1460624,0.911117,1492774395552,18,18268512,15820,21090615296,0,0,27.648,1.02535e+06
2.4576e+07,2192038,0.911447,2239973141664,22,20857696,23870,31809183744,0,0,27.8978,1.02521e+06
3.2768e+07,2921405,0.911087,2985450879008,21,18503648,31714,42260406272,0,0,27.8339,1.02526e+06
4.096e+07,3652985,0.911307,3732714748608,21,19146048,39752,52954370048,0,0,27.8685,1.02517e+06
4.9152e+07,4382834,0.911136,4478416879328,40,42770720,47557,63338074112,0,0,27.7593,1.02514e+06
5.7344e+07,5113357,0.911205,5225211993120,22,20521952,55613,74057404416,0,0,27.7974,1.02521e+06
6.5536e+07,5845107,0.911375,5972786222624,24,23067104,63628,84736425984,0,0,27.8811,1.02518e+06
7.3728e+07,6575809,0.911372,6719360768928,13,12825696,71633,95419367424,0,0,27.9196,1.02517e+06
8.192e+07,7306715,0.911442,7466533384896,30,26312000,79608,106076012544,0,0,27.9015,1.02522e+06
