Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730434,0.911377,746600038976,19,18116032,0,0,0,0,32.1627,1.02213e+06
1.6384e+07,1462102,0.912416,1494902506272,41,41413856,0,0,0,0,32.2995,1.02243e+06
2.4576e+07,2193144,0.912143,2241682076704,17,13798368,0,0,0,0,31.8284,1.02213e+06
3.2768e+07,2924271,0.912259,2989289161568,14,14855328,0,0,0,0,31.8276,1.02223e+06
4.096e+07,3655531,0.912148,3736157194208,39,36579360,0,0,0,0,31.716,1.02205e+06
4.9152e+07,4385996,0.911889,4482118350528,17,13285696,0,0,0,0,31.4852,1.02191e+06
5.7344e+07,5117719,0.912028,5229934062304,22,21714208,0,0,0,0,31.4613,1.02193e+06
6.5536e+07,5848522,0.91199,5976819119584,9,8120864,0,0,0,0,31.4005,1.02194e+06
7.3728e+07,6579466,0.912016,6724113284480,18,14287488,0,0,0,0,31.541,1.02198e+06
8.192e+07,7309699,0.911915,7470410203808,60,56434016,0,0,0,0,31.5644,1.02199e+06
