Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730692,0.912238,747305342720,23,21481728,0,0,0,0,32.4209,1.02274e+06
1.6384e+07,1463365,0.912825,1495572195552,26,23947040,0,0,0,0,32.1197,1.02201e+06
2.4576e+07,2194433,0.912537,2242651741472,26,26870496,0,0,0,0,31.9685,1.02197e+06
3.2768e+07,2924203,0.912111,2988806463456,20,17948704,0,0,0,0,31.7121,1.02209e+06
4.096e+07,3654011,0.911724,3734420671968,43,41333280,0,0,0,0,31.4614,1.02201e+06
4.9152e+07,4384450,0.911619,4480788261344,27,25892384,0,0,0,0,31.4912,1.02197e+06
5.7344e+07,5115430,0.911683,5227957129088,24,23494784,0,0,0,0,31.4601,1.022e+06
6.5536e+07,5847869,0.911904,5976254103552,31,30347264,0,0,0,0,31.4275,1.02195e+06
7.3728e+07,6578982,0.911861,6722967592736,27,25489632,0,0,0,0,31.373,1.02189e+06
8.192e+07,7309485,0.91188,7470123608224,22,21378912,0,0,0,0,31.3624,1.02198e+06
