Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,593104,0.790266,647385881408,136703,98464904384,364100,483801137152,189,255135744,68640.5,1.2675e+06
1.6384e+07,1187214,0.791183,1296274361152,272610,195520902336,728974,968821637120,175,227155968,136599,1.26759e+06
2.4576e+07,1781633,0.791693,1945664772928,408058,292434121920,1094143,1454368460800,167,223567872,204439,1.26784e+06
3.2768e+07,2376978,0.792247,2596034677568,545126,390617105600,1460268,1940921966592,186,247169024,272482,1.26771e+06
4.096e+07,2970449,0.792086,3244383697728,681727,487913575616,1824778,2425421836288,180,238018560,340644,1.26769e+06
4.9152e+07,3564615,0.792096,3893308771136,818132,585484649664,2189878,2910511534080,187,242642944,408840,1.26759e+06
5.7344e+07,4158593,0.792076,4542083382080,954636,683225126080,2554605,3395452698624,190,249196544,477030,1.26766e+06
6.5536e+07,4753455,0.792206,5191799352128,1089724,779835798720,2920069,3881307533312,174,228061184,545179,1.2677e+06
7.3728e+07,5348484,0.792367,5841960581952,1226814,877680399552,3286038,4367634690048,176,233988096,613310,1.26768e+06
8.192e+07,5942685,0.792356,6490980215616,1362659,974619862208,3651232,4852839096320,197,258760704,681456,1.26764e+06
