Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1527075,0.763538,625490560000,11,3865600,0,0,0,0,10.1775,409600
1.6384e+07,3050727,0.762682,1249578066400,13,5037600,0,0,0,0,10.1222,409600
2.4576e+07,4576275,0.762713,1874443140000,16,5653600,0,0,0,0,10.1224,409600
3.2768e+07,6103305,0.762913,2499914668800,6,1516800,0,0,0,0,10.1268,409600
4.096e+07,7629770,0.762977,3125154919200,15,5016800,0,0,0,0,10.1383,409600
4.9152e+07,9151969,0.762664,3748647147200,20,7547200,0,0,0,0,10.1253,409600
5.7344e+07,10679999,0.762857,4374528734400,7,1723200,0,0,0,0,10.1328,409600
6.5536e+07,12204509,0.762782,4998967420000,8,2743200,0,0,0,0,10.1336,409600
7.3728e+07,13731447,0.762858,5624401590400,9,2787200,0,0,0,0,10.1407,409600
8.192e+07,15258589,0.76293,6249918726400,11,3833600,0,0,0,0,10.1406,409600
