Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1527567,0.763785,625692484000,6,1416800,5428,2223308800,0,0,10.1195,409600
1.6384e+07,3054007,0.763502,1250922152800,15,5258400,10911,4469145600,0,0,10.1156,409600
2.4576e+07,4584979,0.764163,1878007895200,12,4418400,16453,6739148800,0,0,10.1507,409600
3.2768e+07,6110078,0.76376,2502688666400,15,5426400,21990,9007104000,0,0,10.1273,409600
4.096e+07,7637367,0.763737,3128266455200,8,2344800,27585,11298816000,0,0,10.1276,409600
4.9152e+07,9164201,0.763684,3753657601600,11,3633600,33121,13566361600,0,0,10.1172,409600
5.7344e+07,10691504,0.763679,4379240218400,1,229600,38678,15842508800,0,0,10.123,409600
6.5536e+07,12217880,0.763618,5004444602400,11,3551200,44078,18054348800,0,0,10.1167,409600
7.3728e+07,13744840,0.763602,5629886949600,6,1972000,49535,20289536000,0,0,10.1089,409600
8.192e+07,15272781,0.763639,6255731710400,18,6760000,55058,22551756800,0,0,10.1107,409600
