Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,731586,0.924019,747619773176,322,307541256,73397,97741369344,0,0,357.735,1.04949e+06
1.6384e+07,1463077,0.923804,1494834881736,354,353299256,146872,195581812736,0,0,357.528,1.04936e+06
2.4576e+07,2192620,0.923337,2240930748768,362,371783328,220548,293722234880,0,0,357.988,1.04973e+06
3.2768e+07,2921776,0.92286,2986113028144,367,363970512,293228,390461407232,0,0,357.184,1.04964e+06
4.096e+07,3652386,0.922943,3733031605296,362,365898704,366920,488632025088,0,0,357.653,1.04973e+06
4.9152e+07,4383173,0.923003,4479977895864,344,340318280,439988,585906511872,0,0,357.233,1.0497e+06
5.7344e+07,5113652,0.922989,5226547990112,327,339218848,513040,683194413056,0,0,357.17,1.04969e+06
6.5536e+07,5843999,0.923035,5973543562616,306,308777608,585967,780262731776,0,0,356.826,1.04974e+06
7.3728e+07,6573803,0.922993,6719875926984,302,305239096,658785,877187735552,0,0,356.58,1.04977e+06
8.192e+07,7305903,0.923155,7468059310824,328,330749208,731777,974321020928,0,0,356.784,1.04972e+06
