Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,592365,0.789678,646904620672,137214,98844825984,363538,483345838080,214,280977408,69354.3,1.26821e+06
1.6384e+07,1187220,0.791525,1296835032704,271885,195141777792,729192,969392586752,183,237314048,136883,1.26806e+06
2.4576e+07,1781846,0.792105,1946677016192,406817,291308329344,1094788,1455380500480,171,223244288,204363,1.26801e+06
3.2768e+07,2375449,0.791877,2594821809792,542802,388686621056,1459060,1939704483840,181,242434048,271950,1.26806e+06
4.096e+07,2969549,0.791879,3243537831552,679109,486060243328,1823837,2424570155008,177,232083456,339798,1.26802e+06
4.9152e+07,3564244,0.792075,3893205280384,814839,583151139200,2189369,2910411603968,187,246083584,407697,1.26798e+06
5.7344e+07,4159726,0.792377,4543805757056,950210,679894477184,2555540,3397168861184,184,242864128,475555,1.26797e+06
6.5536e+07,4754037,0.792394,5193032062592,1087659,778160322944,2920682,3882547867648,179,235565056,543494,1.26794e+06
7.3728e+07,5349750,0.792647,5844025669248,1223954,875490273664,3287179,4369690669056,169,224759808,611532,1.26793e+06
8.192e+07,5943999,0.792611,6493068818048,1359504,972474546560,3652247,4854938243072,201,269185024,679559,1.26791e+06
