Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729975,0.922708,746385186256,95,97563184,105507,142101045248,0,0,117.222,1.05831e+06
1.6384e+07,1460956,0.923058,1493429077224,77,80702232,211616,284931022848,0,0,117.582,1.05814e+06
2.4576e+07,2191776,0.9232,2240545120600,100,99385000,317439,427484921856,0,0,117.584,1.0582e+06
3.2768e+07,2922945,0.923335,2987903389112,100,103162440,423570,570408505344,0,0,117.543,1.05821e+06
4.096e+07,3654935,0.923596,3736105112536,104,99159080,531418,715646849024,0,0,117.967,1.05831e+06
4.9152e+07,4385169,0.923454,4482528128496,167,170447376,638507,859897761792,0,0,118.117,1.05835e+06
5.7344e+07,5113571,0.923002,5226631252344,105,106587784,743469,1001254645760,0,0,117.928,1.05821e+06
6.5536e+07,5843901,0.922931,5972760252616,100,101252920,847912,1141826850816,0,0,117.77,1.05808e+06
7.3728e+07,6575243,0.923028,6720176963320,123,121856264,953944,1284577726464,0,0,117.799,1.05806e+06
8.192e+07,7306181,0.92302,7466783379752,60,59346648,1060287,1427743973376,0,0,117.848,1.05802e+06
