Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
819200,0,6,2235200,30769,12603204800,233,95436800,204,83558400,0,0,0.769239,630160,0.0488273,2.1114,56.7223,409600
819200,1,4,1477600,30635,12548256800,233,95436800,233,95436800,0,0,0.765885,627413,0.0488275,2.1173,57.0487,409600
819200,2,2,608800,30950,12677330400,218,89292800,233,95436800,0,0,0.773763,633867,0.0488273,2.17913,58.4646,409600
819200,3,4,1446400,30533,12506508800,217,88883200,218,89292800,0,0,0.763337,625325,0.0488274,2.07332,56.2147,409600
819200,4,2,758400,30307,12413808000,204,83558400,217,88883200,0,0,0.757679,620690,0.0488279,1.97366,53.9522,409600
1.6384e+06,0,5,1676800,61384,25143257600,452,185139200,389,159334400,0,0,0.767311,1.25716e+06,0.0488274,2.06874,55.7248,409600
1.6384e+06,1,1,49600,60985,24979816000,458,187596800,452,185139200,0,0,0.762323,1.24899e+06,0.0488274,2.06722,56.0264,409600
1.6384e+06,2,0,0,61437,25164595200,408,167116800,458,187596800,0,0,0.767963,1.25823e+06,0.0488281,2.06553,55.8268,409600
1.6384e+06,3,2,528800,60981,24978108000,438,179404800,408,167116800,0,0,0.762271,1.24891e+06,0.0488276,2.03398,55.1889,409600
1.6384e+06,4,0,0,60814,24909414400,389,159334400,438,179404800,0,0,0.760175,1.24547e+06,0.0488281,1.97851,53.9635,409600
2.4576e+06,0,0,0,91664,37545574400,676,276889600,567,232243200,0,0,0.763867,1.87728e+06,0.0488281,2.04098,55.2565,409600
2.4576e+06,1,5,1652000,91398,37437016800,662,271155200,676,276889600,0,0,0.761658,1.87185e+06,0.0488276,2.04509,55.4906,409600
2.4576e+06,2,4,1550400,92181,37757425600,601,246169600,662,271155200,0,0,0.768177,1.88787e+06,0.048828,2.05955,55.6335,409600
2.4576e+06,3,1,169600,91243,37373372800,657,269107200,601,246169600,0,0,0.760363,1.86867e+06,0.0488278,1.99792,54.3448,409600
2.4576e+06,4,2,765600,91139,37330588000,567,232243200,657,269107200,0,0,0.759493,1.86653e+06,0.0488281,1.97485,53.8987,409600
3.2768e+06,0,1,58400,122196,50051832800,898,367820800,744,304742400,0,0,0.76373,2.50259e+06,0.0488278,2.04004,55.2361,409600
3.2768e+06,1,3,1000800,121817,49896471200,856,350617600,898,367820800,0,0,0.76136,2.49482e+06,0.0488279,2.02531,55.0337,409600
