Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729061,0.921487,745238344872,469,499321688,99034,133294133248,65,87057048,477.38,1.05536e+06
1.6384e+07,1459447,0.922386,1492166978144,472,495826336,199378,268286267392,78,100971160,484.229,1.05562e+06
2.4576e+07,2190050,0.922841,2239533779112,514,538244952,298919,402196779008,63,83091456,485.974,1.05579e+06
3.2768e+07,2921406,0.923121,2987100365816,387,416726024,399573,537638428672,71,94679040,487.932,1.05577e+06
4.096e+07,3651492,0.922927,3732960144784,492,536826480,498132,670235508736,124,166367232,487.225,1.05552e+06
4.9152e+07,4382329,0.92288,4479283967576,452,486255016,597165,803497046016,61,81399808,486.486,1.05532e+06
5.7344e+07,5113312,0.922913,5226048211392,455,498722368,697592,938715860992,141,189372296,487.591,1.05529e+06
6.5536e+07,5843398,0.922881,5972387685512,555,596994936,797305,1072971476992,99,133186200,486.807,1.05533e+06
7.3728e+07,6574479,0.922978,6719756383776,599,669796832,898908,1209758662656,180,246435936,488.024,1.05543e+06
8.192e+07,7303848,0.922875,7465420748640,512,552405152,996862,1341615915008,52,71262208,487.769,1.05539e+06
