Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729626,0.91067,746020540544,14,11964288,0,0,0,0,30.7794,1.02247e+06
1.6384e+07,1458977,0.91001,1490960282336,24,21191968,0,0,0,0,30.6285,1.02192e+06
2.4576e+07,2190015,0.910543,2237750859648,55,56531072,0,0,0,0,30.8278,1.0218e+06
3.2768e+07,2922000,0.911268,2986042740928,44,39280448,0,0,0,0,31.0998,1.02192e+06
4.096e+07,3653123,0.911528,3733618298240,6,3142272,0,0,0,0,31.4978,1.02203e+06
4.9152e+07,4383864,0.911536,4480384140864,51,47749568,0,0,0,0,31.5994,1.02202e+06
5.7344e+07,5114425,0.911403,5226350677888,46,45916288,0,0,0,0,31.4657,1.02188e+06
6.5536e+07,5846152,0.911577,5974112773344,14,11115296,0,0,0,0,31.4614,1.02189e+06
7.3728e+07,6576587,0.911601,6721050234208,34,33792672,0,0,0,0,31.4699,1.02197e+06
8.192e+07,7307838,0.911669,7468393680480,19,20509088,0,0,0,0,31.4935,1.02197e+06
