Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
8.192e+06,0,3,1167200,304949,124907172000,0,0,0,0,0,0,0.762373,6.24536e+06,0.0488281,2.0093,54.566,409600
8.192e+06,1,1,349600,305746,125233621600,0,0,0,0,0,0,0.764365,6.26168e+06,0.0488281,2.03214,55.0368,409600
8.192e+06,2,2,756800,306724,125634212800,0,0,0,0,0,0,0.76681,6.28171e+06,0.0488281,2.06856,55.835,409600
8.192e+06,3,4,1596000,305621,125182404000,0,0,0,0,0,0,0.764053,6.25912e+06,0.0488281,2.02854,54.9617,409600
8.192e+06,4,1,367200,304864,124872336800,0,0,0,0,0,0,0.76216,6.24362e+06,0.0488281,2.01721,54.7931,409600
1.6384e+07,0,0,0,610144,249914982400,0,0,0,0,0,0,0.76268,1.24957e+07,0.0488281,2.01463,54.6874,409600
1.6384e+07,1,3,898400,610468,250048023200,0,0,0,0,0,0,0.763086,1.25024e+07,0.0488281,2.02461,54.926,409600
1.6384e+07,2,2,468800,612119,250724292800,0,0,0,0,0,0,0.76515,1.25362e+07,0.0488281,2.04803,55.406,409600
1.6384e+07,3,3,944000,611746,250571446400,0,0,0,0,0,0,0.764683,1.25286e+07,0.0488281,2.03968,55.2157,409600
1.6384e+07,4,3,896000,610505,250063180800,0,0,0,0,0,0,0.763132,1.25032e+07,0.0488281,2.03281,55.1426,409600
2.4576e+07,0,3,938400,915662,375055445600,0,0,0,0,0,0,0.763052,1.87528e+07,0.0488281,2.01636,54.7075,409600
2.4576e+07,1,3,1145600,915518,374996256000,0,0,0,0,0,0,0.762932,1.87498e+07,0.0488281,2.03013,55.085,409600
2.4576e+07,2,1,359200,917720,375898162400,0,0,0,0,0,0,0.764767,1.87949e+07,0.0488281,2.04923,55.4654,409600
2.4576e+07,3,1,8800,916790,375517584800,0,0,0,0,0,0,0.763992,1.87759e+07,0.0488281,2.04217,55.3322,409600
2.4576e+07,4,1,199200,917026,375614060000,0,0,0,0,0,0,0.764189,1.87807e+07,0.0488281,2.03641,55.1637,409600
3.2768e+07,0,2,668000,1220678,499989860000,0,0,0,0,0,0,0.762924,2.49995e+07,0.0488281,2.02251,54.8812,409600
3.2768e+07,1,2,699200,1220876,500070929600,0,0,0,0,0,0,0.763048,2.50035e+07,0.0488281,2.02887,55.0434,409600
3.2768e+07,2,0,0,1223857,501291827200,0,0,0,0,0,0,0.764911,2.50646e+07,0.0488281,2.0544,55.5934,409600
3.2768e+07,3,0,0,1222003,500532428800,0,0,0,0,0,0,0.763752,2.50266e+07,0.0488281,2.03859,55.2534,409600
3.2768e+07,4,1,9600,1221696,500407081600,0,0,0,0,0,0,0.763561,2.50204e+07,0.0488281,2.03229,55.0983,409600
4.096e+07,0,1,329600,1526045,625068112000,0,0,0,0,0,0,0.763023,3.12534e+07,0.0488281,2.02524,54.9475,409600
4.096e+07,1,1,249600,1524873,624588140800,0,0,0,0,0,0,0.762437,3.12294e+07,0.0488281,2.01946,54.8342,409600
4.096e+07,2,2,719200,1528821,626205181600,0,0,0,0,0,0,0.764411,3.13103e+07,0.0488281,2.04319,55.3294,409600
4.096e+07,3,0,0,1527130,625512448000,0,0,0,0,0,0,0.763565,3.12756e+07,0.0488281,2.03693,55.2222,409600
