Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,731131,0.9121,747192061728,24,24551648,19076,25528705024,0,0,28.2546,1.03001e+06
1.6384e+07,1462745,0.912721,1495401649088,36,34593856,37652,50322567168,0,0,28.0238,1.03021e+06
2.4576e+07,2192890,0.912142,2241680032608,34,31534240,55712,74415091712,0,0,27.7173,1.03001e+06
3.2768e+07,2924655,0.912349,2989585412704,37,34401696,74814,99921100800,0,0,27.818,1.03002e+06
4.096e+07,3656095,0.912445,3737372694784,26,27014912,94183,125821075456,0,0,27.942,1.03011e+06
4.9152e+07,4387615,0.912479,4485018720320,25,24647616,113168,151156150272,0,0,27.9716,1.03008e+06
5.7344e+07,5118924,0.91242,5232180004704,5,5081248,131542,175655641088,0,0,27.8882,1.02997e+06
6.5536e+07,5849580,0.912298,5978835175648,22,22091552,150077,200397754368,0,0,27.8718,1.02993e+06
7.3728e+07,6580501,0.912229,6725678296192,38,38306688,168392,224870064128,0,0,27.8209,1.02988e+06
8.192e+07,7311406,0.912159,7472404356448,51,51380896,186799,249416028160,0,0,27.7903,1.02982e+06
