Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,592498,0.789779,646987260608,137320,98681380160,363513,483390005248,182,242544640,68924.5,1.26832e+06
1.6384e+07,1186937,0.790788,1295626597056,273915,196436745536,728309,968189120512,189,242323456,137508,1.26782e+06
2.4576e+07,1782309,0.791892,1946153374400,409504,293269081408,1094444,1454879543296,185,245968896,205488,1.26783e+06
3.2768e+07,2375799,0.791713,2594286080704,546579,391263358272,1458754,1939199344640,208,273063936,273634,1.26779e+06
4.096e+07,2970832,0.791987,3243979047616,683099,488943848768,1824308,2425000120320,166,220872704,341896,1.26774e+06
4.9152e+07,3566654,0.792439,3894997463744,819453,586412248384,2190959,2912237445120,210,279781376,410144,1.26771e+06
5.7344e+07,4161419,0.792547,4544783651520,956582,684227317056,2556489,3398131531776,173,227680256,478393,1.2677e+06
6.5536e+07,4756541,0.792692,5194983264960,1093177,781796093248,2922446,3884504543232,182,241078272,546694,1.26769e+06
7.3728e+07,5351539,0.792753,5844807131840,1229829,879385312576,3288152,4370487373824,183,240041984,615008,1.26767e+06
8.192e+07,5946274,0.792777,6494431961792,1365612,976487415104,3653514,4856262959104,174,230797312,683301,1.26771e+06
