Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,731325,0.924074,747672375256,339,352669736,73023,97215725568,0,0,356.911,1.04973e+06
1.6384e+07,1465142,0.925437,1497912947512,361,368667848,146837,195469111296,0,0,357.933,1.04984e+06
2.4576e+07,2195092,0.924247,2243505372752,358,361701808,219699,292502593536,0,0,357.214,1.04955e+06
3.2768e+07,2926382,0.924166,2991032542848,354,363227520,293325,390531440640,0,0,357.55,1.04963e+06
4.096e+07,3657716,0.924152,3738726384128,382,400616960,367136,488907988992,0,0,357.9,1.04975e+06
4.9152e+07,4387110,0.923752,4484208839576,369,374002792,440206,586232393728,0,0,357.435,1.04974e+06
5.7344e+07,5119327,0.923816,5232004035712,343,347806592,513605,683874594816,0,0,357.833,1.0496e+06
6.5536e+07,5850542,0.923781,5979163864240,384,401617744,587185,781913190400,0,0,358.02,1.0496e+06
7.3728e+07,6580734,0.923652,6725465993976,365,376724744,660168,879188361216,0,0,357.807,1.0496e+06
8.192e+07,7313773,0.923811,7474238868176,386,393098544,733583,976888692736,0,0,357.955,1.04954e+06
