Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,160368,0.2,163839740000,571162,583686195104,0,0,0,0,285559,204373
1.6384e+07,320753,0.2,327679740000,1141646,1166400518048,0,0,0,0,571066,204333
2.4576e+07,481090,0.2,491519740000,1711816,1749280282528,0,0,0,0,856287,204368
3.2768e+07,641241,0.2,655359740000,2282589,2332096432032,0,0,0,0,1.14144e+06,204352
4.096e+07,801657,0.2,819199740000,2852087,2914484701088,0,0,0,0,1.42661e+06,204376
4.9152e+07,961957,0.2,983039740000,3423283,3498240173984,0,0,0,0,1.71179e+06,204380
5.7344e+07,1122379,0.2,1146879740000,3994177,4081056675744,0,0,0,0,1.99705e+06,204354
6.5536e+07,1282727,0.2,1310719740000,4563125,4662697215904,0,0,0,0,2.28225e+06,204364
7.3728e+07,1443264,0.2,1474559740000,5133121,5245682468768,0,0,0,0,2.56733e+06,204375
8.192e+07,1603615,0.2,1638399740000,5704724,5829749884832,0,0,0,0,2.85243e+06,204373
