Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730758,0.91197,747085689344,32,31055360,8004,10635960320,0,0,28.1457,1.02566e+06
1.6384e+07,1462328,0.912178,1494512274880,36,33464896,16050,21362974720,0,0,28.1328,1.02536e+06
2.4576e+07,2191798,0.911422,2239910233216,35,33057664,24020,31991562240,0,0,27.9845,1.02531e+06
3.2768e+07,2922194,0.911297,2986137729120,11,9574304,31845,42414006272,0,0,27.8492,1.02522e+06
4.096e+07,3652171,0.911154,3732087307328,57,57291712,39648,52801712128,0,0,27.7479,1.02521e+06
4.9152e+07,4384501,0.911587,4480630699392,14,15014528,47753,63604760576,0,0,27.8577,1.02527e+06
5.7344e+07,5116706,0.911753,5228353654592,46,41767104,55763,74266238976,0,0,27.9081,1.02516e+06
6.5536e+07,5846378,0.911551,5973940530784,31,31072672,63503,84600135680,0,0,27.7993,1.02515e+06
7.3728e+07,6576104,0.911321,6718989103808,26,23440704,71325,94996135936,0,0,27.7372,1.02506e+06
8.192e+07,7305676,0.911148,7464127073504,16,17117984,79108,105360211968,0,0,27.6656,1.02501e+06
