Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1524522,0.762261,624444474400,14,5471200,10629,4353638400,0,0,10.0945,409600
1.6384e+07,3053405,0.763352,1250675352000,10,3432000,21876,8960409600,0,0,10.1646,409600
2.4576e+07,4580515,0.76342,1876180061600,10,2978400,32817,13441843200,0,0,10.17,409600
3.2768e+07,6106483,0.76331,2501215714400,11,4228000,43645,17876992000,0,0,10.1574,409600
4.096e+07,7632721,0.763272,3126363513600,10,3104000,54406,22284697600,0,0,10.1697,409600
4.9152e+07,9157064,0.763089,3750734640000,20,6966400,65356,26769817600,0,0,10.1612,409600
5.7344e+07,10685422,0.763245,4376749625600,15,5369600,76394,31290982400,0,0,10.1647,409600
6.5536e+07,12209117,0.76307,5000855168000,6,1612800,87230,35729408000,0,0,10.146,409600
7.3728e+07,13736608,0.763145,5626515523200,4,752000,98366,40290713600,0,0,10.1519,409600
8.192e+07,15265491,0.763275,6252746024000,7,1956800,109455,44832768000,0,0,10.1587,409600
