Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730564,0.923099,746754310296,96,90750824,105429,141944254464,0,0,116.99,1.05802e+06
1.6384e+07,1460183,0.922153,1491724877072,127,128619248,211475,284592517120,0,0,117.525,1.05752e+06
2.4576e+07,2188897,0.921792,2236565059152,152,159132080,317455,427329462272,0,0,117.485,1.05776e+06
3.2768e+07,2918725,0.921862,2982350321680,80,84400112,424025,570718187520,0,0,117.704,1.05783e+06
4.096e+07,3648617,0.921883,3728036775336,92,93293144,529647,712992698368,0,0,117.639,1.0578e+06
4.9152e+07,4380092,0.922118,4474975641528,138,138448968,636076,856270135296,0,0,117.796,1.05772e+06
5.7344e+07,5111790,0.922476,5223166318048,141,143489568,743506,1000933642240,0,0,118.022,1.05789e+06
6.5536e+07,5842483,0.922493,5969458484816,112,109046192,848819,1142767849472,0,0,117.937,1.05782e+06
7.3728e+07,6572556,0.92248,6715534241880,113,106078120,954558,1285141475328,0,0,117.852,1.05783e+06
8.192e+07,7303186,0.922465,7461555372672,119,120446336,1060440,1427650379776,0,0,117.87,1.05776e+06
