Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730369,0.9229,746565648216,113,114958504,107594,144888467456,0,0,119.443,1.05864e+06
1.6384e+07,1461457,0.923367,1494011270696,112,110123480,213744,287925551104,0,0,118.89,1.05855e+06
2.4576e+07,2193007,0.92348,2241337485488,111,116909904,322639,434646163456,0,0,119.586,1.05854e+06
3.2768e+07,2923102,0.923101,2987018666800,137,135339216,427553,575825838080,0,0,118.94,1.05814e+06
4.096e+07,3654764,0.923299,3734709294456,144,143579784,535046,720631779328,0,0,119.067,1.05819e+06
4.9152e+07,4386309,0.92339,4482164947448,121,123913736,642637,865535803392,0,0,119.149,1.05819e+06
5.7344e+07,5116375,0.923371,5229065816848,90,93525232,748892,1008585281536,0,0,118.932,1.05832e+06
6.5536e+07,5848080,0.923468,5976806124280,134,141243656,857758,1155196456960,0,0,119.139,1.05838e+06
7.3728e+07,6578934,0.923472,6723940903392,148,148383264,965687,1300562423808,0,0,119.239,1.05843e+06
8.192e+07,7311056,0.923573,7471994953512,91,88907992,1072899,1444942909440,0,0,119.259,1.0584e+06
