Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,352456,0.399899,327597220000,378087,418982207328,360478,479124918272,237301,315366838272,189544,470218
1.6384e+07,704953,0.399949,655277220000,757665,839314120544,610301,811085623296,363885,483487543296,378582,470171
2.4576e+07,1057605,0.399966,982957220000,1136271,1258340396896,1032417,1371945345024,662664,880507265024,567973,470097
3.2768e+07,1409945,0.399975,1310637220000,1513897,1676419493728,1342391,1783879380992,849381,1128601300992,757226,470101
4.096e+07,1762541,0.39998,1638317220000,1892131,2095857344352,1745511,2319679488000,1129163,1500561408000,946410,470139
4.9152e+07,2115133,0.399983,1965997220000,2268928,2513648381792,1745511,2319679488000,1005893,1336721408000,1.13544e+06,470149
5.7344e+07,2467803,0.399986,2293677220000,2648480,2934578433888,2270024,3016741294080,1407054,1869943214080,1.32438e+06,470166
6.5536e+07,2820165,0.399987,2621357220000,3025340,3352068722528,2270024,3016741294080,1283710,1706103214080,1.51343e+06,470166
7.3728e+07,3172510,0.399989,2949037220000,3402883,3770520506208,2952282,3923486924800,1842732,2449008844800,1.70239e+06,470178
8.192e+07,3525095,0.39999,3276717220000,3780413,4189005930336,2952282,3923486924800,1719438,2285168844800,1.8913e+06,470180
