Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,649862,0.835214,663959139064,82284,84124523784,0,0,0,0,41078.7,1.02177e+06
1.6384e+07,1298937,0.835143,1327783525008,164064,167767541104,0,0,0,0,82182.8,1.02225e+06
2.4576e+07,1948260,0.835004,1991282289408,246437,251937076480,0,0,0,0,123289,1.02211e+06
3.2768e+07,2596740,0.834845,2654445103888,328435,335601128688,0,0,0,0,164320,1.02218e+06
4.096e+07,3245854,0.834901,3318320073448,410435,419375969560,0,0,0,0,205385,1.02226e+06
4.9152e+07,3894813,0.834784,3981323131152,492046,502588094192,0,0,0,0,246348,1.02212e+06
5.7344e+07,4541726,0.834484,4642898422096,574785,587022403248,0,0,0,0,287323,1.02217e+06
6.5536e+07,5189794,0.834336,5305052836080,656853,671408463632,0,0,0,0,328393,1.0222e+06
7.3728e+07,5837521,0.834212,5967129670000,739039,755439599248,0,0,0,0,369467,1.0222e+06
8.192e+07,6486296,0.834207,6630094241432,820492,838626611560,0,0,0,0,410495,1.02216e+06
