Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,648586,0.833905,662725170432,82260,84080335616,0,0,0,0,41060.9,1.02184e+06
1.6384e+07,1298880,0.834734,1327013154688,164656,168329408640,0,0,0,0,82288.5,1.02173e+06
2.4576e+07,1946455,0.833961,1988334038480,246399,251889463856,0,0,0,0,123349,1.0216e+06
3.2768e+07,2595345,0.83402,2651335297736,328063,335522809144,0,0,0,0,164323,1.0217e+06
4.096e+07,3243582,0.833887,3313541386872,410504,419438771592,0,0,0,0,205360,1.02159e+06
4.9152e+07,3891516,0.83376,3975530047304,492319,503398590648,0,0,0,0,246359,1.02169e+06
5.7344e+07,4539793,0.833657,4637443408480,574905,587948199328,0,0,0,0,287386,1.02164e+06
6.5536e+07,5187436,0.833558,5299183425800,656872,671674717944,0,0,0,0,328463,1.02165e+06
7.3728e+07,5836267,0.833618,5962094314360,739475,756031569032,0,0,0,0,369548,1.02165e+06
8.192e+07,6485674,0.833683,6625160349392,821245,839787006256,0,0,0,0,410642,1.02163e+06
