Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,160170,0.199999,163839420000,571404,584096868768,0,0,0,0,285727,204473
1.6384e+07,320438,0.2,327679420000,1141183,1166355872160,0,0,0,0,570976,204435
2.4576e+07,480906,0.2,491519420000,1711289,1748970899872,0,0,0,0,856058,204406
3.2768e+07,641184,0.2,655359420000,2281859,2331922311584,0,0,0,0,1.14119e+06,204395
4.096e+07,801332,0.2,819199420000,2854377,2916745877920,0,0,0,0,1.42657e+06,204390
4.9152e+07,961597,0.2,983039420000,3424955,3499556362656,0,0,0,0,1.71207e+06,204379
5.7344e+07,1121802,0.2,1146879420000,3995505,4082799188384,0,0,0,0,1.99751e+06,204392
6.5536e+07,1282229,0.2,1310719420000,4566434,4666263652768,0,0,0,0,2.28299e+06,204388
7.3728e+07,1442572,0.2,1474559420000,5136005,5248625486240,0,0,0,0,2.56837e+06,204396
8.192e+07,1602743,0.2,1638399420000,5706028,5830532061600,0,0,0,0,2.85364e+06,204383
