Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1526211,0.763107,625136996800,6,1486400,5498,2251980800,0,0,10.1252,409600
1.6384e+07,3051007,0.762752,1249693120800,9,3032800,10998,4504780800,0,0,10.123,409600
2.4576e+07,4577740,0.762957,1875043621600,18,6055200,16516,6764953600,0,0,10.1345,409600
3.2768e+07,6104497,0.763062,2500402933600,16,5591200,22010,9015296000,0,0,10.1162,409600
4.096e+07,7634584,0.763459,3127126854400,15,4896000,27563,11289804800,0,0,10.1254,409600
4.9152e+07,9161889,0.763491,3752710952000,16,5336000,33105,13559808000,0,0,10.1244,409600
5.7344e+07,10689449,0.763532,4378398932800,12,4292800,38652,15831859200,0,0,10.1247,409600
6.5536e+07,12213922,0.76337,5002823148000,9,2989600,44106,18065817600,0,0,10.114,409600
7.3728e+07,13740248,0.763347,5628005826400,6,2212000,49693,20354252800,0,0,10.1176,409600
8.192e+07,15268414,0.763421,6253942989600,7,2252000,55149,22589030400,0,0,10.1195,409600
