Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1528565,0.764283,626100755200,9,3155200,0,0,0,0,10.2203,409600
1.6384e+07,3057358,0.76434,1252295028000,8,2085600,0,0,0,0,10.1937,409600
2.4576e+07,4583321,0.763887,1877328625600,17,6619200,0,0,0,0,10.1692,409600
3.2768e+07,6112474,0.764059,2503670022400,16,5881600,0,0,0,0,10.1837,409600
4.096e+07,7637593,0.763759,3128358782400,7,2177600,0,0,0,0,10.1809,409600
4.9152e+07,9165937,0.763828,3754368429600,11,3871200,0,0,0,0,10.1881,409600
5.7344e+07,10693110,0.763794,4379899437600,21,7020000,0,0,0,0,10.1918,409600
6.5536e+07,12217367,0.763586,5004234612000,12,3826400,0,0,0,0,10.1792,409600
7.3728e+07,13742655,0.763481,5628991989600,10,3594400,0,0,0,0,10.1744,409600
8.192e+07,15270499,0.763525,6254797343200,9,2733600,0,0,0,0,10.1777,409600
