Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730366,0.922739,746414961952,389,400628448,72857,97041997824,0,0,354.892,1.04947e+06
1.6384e+07,1459866,0.922446,1492276474288,393,400416336,145268,193504890880,0,0,354.157,1.04961e+06
2.4576e+07,2190885,0.922764,2239314350344,378,393223928,218141,290482675712,0,0,354.698,1.0495e+06
3.2768e+07,2920880,0.922585,2985075651424,375,388594848,291288,387863130112,0,0,355.358,1.04942e+06
4.096e+07,3652134,0.922916,3732902381288,357,357480728,364629,485526859776,0,0,355.857,1.04957e+06
4.9152e+07,4381422,0.922674,4478115105264,355,378697232,437248,582158172160,0,0,355.675,1.04951e+06
5.7344e+07,5111661,0.922676,5224481314632,412,417044664,510253,679384190976,0,0,355.777,1.04952e+06
6.5536e+07,5843521,0.92294,5972830972888,333,338457640,583904,777556500480,0,0,356.153,1.04962e+06
7.3728e+07,6574094,0.922979,6719758049176,377,384340072,657155,875159179264,0,0,356.144,1.04966e+06
8.192e+07,7305959,0.923134,7467864693680,336,346752080,731451,974058356736,0,0,356.801,1.0497e+06
