Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,160197,0.2,163839820000,571301,583985286944,0,0,0,0,285575,204464
1.6384e+07,320671,0.2,327679820000,1143305,1168311840544,0,0,0,0,571417,204374
2.4576e+07,480861,0.2,491519820000,1712276,1750054735648,0,0,0,0,856948,204417
3.2768e+07,641050,0.2,655359820000,2283850,2333848284960,0,0,0,0,1.14222e+06,204397
4.096e+07,801374,0.2,819199820000,2854080,2916320292640,0,0,0,0,1.42752e+06,204381
4.9152e+07,961967,0.2,983039820000,3422691,3497381019424,0,0,0,0,1.71258e+06,204368
5.7344e+07,1122336,0.2,1146879820000,3993414,4080676474656,0,0,0,0,1.99764e+06,204371
6.5536e+07,1282672,0.2,1310719820000,4562220,4661852151584,0,0,0,0,2.28269e+06,204369
7.3728e+07,1443035,0.2,1474559820000,5131175,5242766716704,0,0,0,0,2.56759e+06,204354
8.192e+07,1603407,0.2,1638399820000,5701387,5825316093728,0,0,0,0,2.85248e+06,204351
