Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,593816,0.791845,648679768544,137536,99099016736,364840,485061754880,166,221966336,69404.8,1.26816e+06
1.6384e+07,1188153,0.792381,1298237694432,272036,194989997600,730170,970786738176,171,229023744,137047,1.26819e+06
2.4576e+07,1783340,0.792728,1948209439200,408280,292509724192,1095981,1456922497024,173,233037824,204679,1.26794e+06
3.2768e+07,2376847,0.792403,2596546576864,544677,390110445088,1460413,1941425131520,179,238534656,272655,1.26796e+06
4.096e+07,2971465,0.79248,3245999710688,681071,487647632928,1825797,2427053821952,191,254091264,340720,1.26788e+06
4.9152e+07,3564691,0.792154,3893594579424,817883,585481289248,2189854,2910790868992,181,236269568,408819,1.26776e+06
5.7344e+07,4159786,0.792393,4543897489888,954198,682716446240,2555926,3397259927552,186,242417664,477022,1.26771e+06
6.5536e+07,4753415,0.79226,5192152502752,1089548,779402759712,2920290,3881660694528,173,228171776,545122,1.26774e+06
7.3728e+07,5348404,0.792386,5842101428704,1224155,875544546848,3286095,4367777521664,179,236072960,613077,1.26774e+06
8.192e+07,5943651,0.792556,6492622569952,1360881,973323386400,3652249,4854465105920,185,242515968,681038,1.26776e+06
