Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1524180,0.762092,624305449600,13,4003200,0,0,0,0,10.0949,409600
1.6384e+07,3051905,0.762976,1250060672800,8,2892000,0,0,0,0,10.1156,409600
2.4576e+07,4579690,0.763282,1875842049600,15,5118400,0,0,0,0,10.1366,409600
3.2768e+07,6107068,0.763384,2501455325600,5,1775200,0,0,0,0,10.1502,409600
4.096e+07,7633583,0.763358,3126715954400,3,871200,0,0,0,0,10.1514,409600
4.9152e+07,9160438,0.76337,3752115716800,9,3374400,0,0,0,0,10.1507,409600
5.7344e+07,10687880,0.76342,4377756028000,1,29600,0,0,0,0,10.1528,409600
6.5536e+07,12213203,0.763325,5002528895200,14,4788000,0,0,0,0,10.1494,409600
7.3728e+07,13739997,0.763333,5627903374400,10,3492800,0,0,0,0,10.1494,409600
8.192e+07,15266527,0.763326,6253170421600,7,1904800,0,0,0,0,10.1529,409600
