Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,352030,0.3999,327597940000,377336,418232095456,349653,464886284288,226575,301128204288,188644,470428
1.6384e+07,704515,0.39995,655277940000,755455,837141373664,592134,787135635456,345779,459537555456,377436,470309
2.4576e+07,1056929,0.399967,982957940000,1133628,1255734624992,1001809,1331614691328,632189,840176611328,566478,470237
3.2768e+07,1409735,0.399975,1310637940000,1512958,1676330009312,1302781,1731632885760,809839,1076354805760,755593,470235
4.096e+07,1762130,0.39998,1638317940000,1892172,2096527282912,1694040,2251734872064,1077818,1432616792064,945007,470250
4.9152e+07,2114421,0.399983,1965997940000,2269150,2514093499104,1694040,2251734872064,954587,1268776792064,1.13435e+06,470246
5.7344e+07,2466887,0.399986,2293677940000,2647335,2932964840160,2203225,2928554250240,1340479,1781756170240,1.32344e+06,470239
6.5536e+07,2819289,0.399987,2621357940000,3026390,3353019945696,2865272,3808597422080,1879250,2497959342080,1.51262e+06,470249
7.3728e+07,3171818,0.399989,2949037940000,3405947,3773348967136,2865272,3808597422080,1755944,2334119342080,1.70191e+06,470243
8.192e+07,3524500,0.39999,3276717940000,3783456,4192305316576,2865272,3808597422080,1632686,2170279342080,1.89112e+06,470253
