Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
8.192e+06,0,154703,122384119968,229168,163839580000,346468,460747853824,0,0,0,0,0.999997,8.19198e+06,0.0279747,89750.9,1.52074e+06,1.02277e+06
8.192e+06,1,223282,296989773824,123186,163758080000,0,0,346468,460747853824,223282,296989773824,0.9995,8.1879e+06,0.0150449,99103.9,2.71354e+06,1.32984e+06
8.192e+06,2,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
8.192e+06,3,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
8.192e+06,4,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
1.6384e+07,0,416591,386059651232,458257,327679580000,587020,780467421184,0,0,0,0,0.999999,1.6384e+07,0.0279698,180906,3.04458e+06,1.02212e+06
1.6384e+07,1,340647,452869341184,246373,327598080000,0,0,587020,780467421184,340647,452869341184,0.99975,1.63799e+07,0.0150412,197230,5.4283e+06,1.32954e+06
1.6384e+07,2,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
1.6384e+07,3,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
1.6384e+07,4,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
2.4576e+07,0,512021,429360523424,687552,491519580000,993737,1321030434816,0,0,0,0,0.999999,2.4576e+07,0.0279766,267825,4.57288e+06,1.02216e+06
2.4576e+07,1,624171,829592354816,369566,491438080000,0,0,993737,1321030434816,624171,829592354816,0.999833,2.45719e+07,0.0150402,299809,8.14665e+06,1.32936e+06
2.4576e+07,2,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
2.4576e+07,3,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
2.4576e+07,4,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
3.2768e+07,0,714810,614756812960,916722,655359580000,1292682,1718384324608,0,0,0,0,0.999999,3.2768e+07,0.0279762,356903,6.10146e+06,1.02198e+06
3.2768e+07,1,799835,1063106244608,492847,655278080000,0,0,1292682,1718384324608,799835,1063106244608,0.999875,3.27639e+07,0.0150424,400092,1.08639e+07,1.32932e+06
3.2768e+07,2,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
3.2768e+07,3,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
3.2768e+07,4,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
