Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
8.192e+06,0,6,5054656,146046,149354073920,1536,2039492608,1713,2282172416,0,0,0.911585,7.4677e+06,0.019557,5.46238,307.407,1.02582e+06
8.192e+06,1,12,11368384,146242,149458925632,1631,2167816192,1606,2153451520,0,0,0.912225,7.47295e+06,0.0195695,5.47662,307.419,1.02538e+06
8.192e+06,2,5,4070016,146208,149448082816,1619,2153988096,1502,1994149888,0,0,0.912159,7.4724e+06,0.0195664,5.61458,314.647,1.02553e+06
8.192e+06,3,1,13760,145923,149318957632,1573,2101104640,1498,1982398464,0,0,0.911371,7.46595e+06,0.0195451,5.43718,305.76,1.0266e+06
8.192e+06,4,13,13177536,146395,149352635712,1548,2068848640,1588,2119077888,0,0,0.911576,7.46763e+06,0.0196039,5.59012,313.031,1.02351e+06
1.6384e+07,0,8,8104032,292349,298832230304,3097,4110737408,3486,4637278208,0,0,0.911964,1.49416e+07,0.0195661,5.50709,309.79,1.02537e+06
1.6384e+07,1,2,1231424,292773,299317970368,3226,4297228288,3287,4381343744,0,0,0.913446,1.49659e+07,0.0195627,5.5253,309.959,1.02573e+06
1.6384e+07,2,7,6428544,293165,299577473152,3297,4389466112,3042,4048334848,0,0,0.914238,1.49789e+07,0.0195719,5.75259,321.466,1.02531e+06
1.6384e+07,3,1,704224,292226,298650353952,3149,4186542080,3185,4226310144,0,0,0.911409,1.49325e+07,0.0195698,5.49483,308.759,1.02526e+06
1.6384e+07,4,6,5554400,293052,299293626144,3262,4352090112,3031,4042797056,0,0,0.913372,1.49647e+07,0.0195829,5.73583,320.602,1.02474e+06
2.4576e+07,0,4,3639392,438612,448235685792,4664,6196916224,4968,6606422016,0,0,0.911938,2.24118e+07,0.0195706,5.48968,308.509,1.02517e+06
2.4576e+07,1,9,10056064,438361,447824625280,4745,6301650944,4996,6664929280,0,0,0.911102,2.23912e+07,0.0195774,5.47578,307.75,1.02487e+06
2.4576e+07,2,2,2290560,438909,448625425536,4852,6449131520,4665,6213476352,0,0,0.912731,2.24313e+07,0.0195668,5.64703,316.41,1.0255e+06
2.4576e+07,3,2,1710720,438286,448155530624,4743,6323556352,4754,6301372416,0,0,0.911775,2.24078e+07,0.0195595,5.54856,311.697,1.02584e+06
2.4576e+07,4,4,4428096,439155,448362278592,4846,6465032192,4467,5950087168,0,0,0.912195,2.24181e+07,0.0195893,5.64647,316.022,1.02438e+06
3.2768e+07,0,10,10589248,584714,597451361216,6265,8338112512,6558,8720412672,0,0,0.911638,2.98726e+07,0.0195736,5.49771,308.891,1.02506e+06
3.2768e+07,1,28,27797120,584021,596623628672,6332,8411656192,6619,8827166720,0,0,0.910375,2.98312e+07,0.0195775,5.46614,307.431,1.02487e+06
3.2768e+07,2,9,8078656,584864,597876370112,6405,8522485760,6340,8449798144,0,0,0.912287,2.98938e+07,0.0195647,5.62763,315.682,1.02559e+06
3.2768e+07,3,5,5660000,584935,598069801632,6333,8439697408,6396,8484593664,0,0,0.912582,2.99035e+07,0.0195608,5.57516,312.867,1.02578e+06
3.2768e+07,4,4,4761344,585333,597761902848,6489,8646418432,5911,7876399104,0,0,0.912112,2.98881e+07,0.0195842,5.63788,315.616,1.02465e+06
4.096e+07,0,1,493600,731092,746778834912,7909,10537627648,8128,10804887552,0,0,0.911595,3.73389e+07,0.0195799,5.54724,311.458,1.02478e+06
4.096e+07,1,2,1753088,730118,746002333696,7937,10553704448,8149,10865561600,0,0,0.910647,3.73001e+07,0.0195741,5.48076,308.189,1.02507e+06
4.096e+07,2,8,5137600,730620,747070229312,7921,10539073536,8169,10897313792,0,0,0.911951,3.73535e+07,0.0195596,5.60077,314.512,1.02581e+06
4.096e+07,3,1,1163712,731216,747423067712,7909,10549846016,7965,10575347712,0,0,0.912382,3.73712e+07,0.0195663,5.576,312.924,1.0255e+06
4.096e+07,4,0,0,731532,747044593664,8138,10836320256,7403,9873461248,0,0,0.91192,3.73522e+07,0.0195847,5.63508,315.538,1.02462e+06
4.9152e+07,0,20,19248256,876622,895590009728,9498,12655673344,9757,12979482624,0,0,0.911041,4.47795e+07,0.0195764,5.55174,311.947,1.02497e+06
4.9152e+07,1,2,1616832,876589,895598244928,9532,12685467648,9800,13068443648,0,0,0.91105,4.47799e+07,0.0195755,5.51212,309.753,1.02501e+06
4.9152e+07,2,9,9525184,876573,896154216512,9460,12582862848,9945,13277765632,0,0,0.911615,4.48077e+07,0.019563,5.58626,313.856,1.02562e+06
4.9152e+07,3,3,2907872,877531,896855494944,9548,12736442368,9397,12473090048,0,0,0.912329,4.48428e+07,0.0195691,5.59098,313.616,1.02538e+06
4.9152e+07,4,5,4904096,877739,896511384416,9749,12988133376,8888,11849797632,0,0,0.911979,4.48256e+07,0.0195812,5.62399,315.011,1.0248e+06
5.7344e+07,0,2,1286048,1022654,1044648501344,11088,14794817536,11278,15008735232,0,0,0.910861,5.22324e+07,0.0195789,5.55637,312.197,1.02486e+06
5.7344e+07,1,6,5800896,1022837,1044966157376,11145,14842081280,11368,15161987072,0,0,0.911138,5.22483e+07,0.0195765,5.53401,310.864,1.02498e+06
5.7344e+07,2,7,5101248,1022881,1045746354496,11055,14715678720,11527,15383842816,0,0,0.911818,5.22873e+07,0.0195627,5.5842,313.681,1.02565e+06
5.7344e+07,3,6,5480352,1023739,1046269755488,11128,14836936704,11010,14635171840,0,0,0.912275,5.23135e+07,0.0195693,5.58324,313.2,1.02535e+06
5.7344e+07,4,2,1416768,1024121,1046147314112,11321,15082479616,10554,14082256896,0,0,0.912168,5.23074e+07,0.0195789,5.61797,314.751,1.0249e+06
6.5536e+07,0,3,2354816,1168573,1193951531392,12607,16807034880,12935,17212018688,0,0,0.910913,5.96976e+07,0.0195749,5.54843,311.863,1.02504e+06
6.5536e+07,1,5,3753376,1168664,1193799109216,12707,16921522176,13001,17337516032,0,0,0.910796,5.969e+07,0.0195789,5.5351,311.019,1.02484e+06
6.5536e+07,2,10,10616032,1169247,1195259675424,12661,16849358848,13098,17466998784,0,0,0.911911,5.9763e+07,0.0195647,5.61181,315.093,1.02555e+06
6.5536e+07,3,7,7327904,1169803,1195616776032,12784,17029332992,12529,16653299712,0,0,0.912183,5.97808e+07,0.0195682,5.6044,314.37,1.02542e+06
6.5536e+07,4,2,2273376,1170278,1195677597600,12918,17209192448,12114,16146608128,0,0,0.91223,5.97839e+07,0.0195751,5.59728,313.686,1.02509e+06
7.3728e+07,0,15,16416864,1314602,1342973362080,14183,18914004992,14539,19353292800,0,0,0.910762,6.71487e+07,0.0195775,5.54578,311.684,1.02491e+06
7.3728e+07,1,16,17610592,1314628,1342779672736,14244,18971992064,14676,19578281984,0,0,0.910631,6.7139e+07,0.0195807,5.52488,310.489,1.02474e+06
7.3728e+07,2,10,8021344,1315917,1345261324960,14250,18976206848,14635,19512664064,0,0,0.912314,6.72631e+07,0.0195637,5.60341,314.518,1.02561e+06
7.3728e+07,3,0,0,1315518,1344507551744,14298,19046490112,14192,18876411904,0,0,0.911803,6.72254e+07,0.0195688,5.57864,313.121,1.02537e+06
7.3728e+07,4,4,3695264,1316459,1345154825568,14582,19432230912,13515,18020274176,0,0,0.912241,6.72577e+07,0.0195733,5.60491,314.062,1.0252e+06
8.192e+07,0,9,9080288,1460280,1491770221088,15749,21002219520,16175,21534244864,0,0,0.910504,7.45885e+07,0.0195778,5.52712,310.746,1.02489e+06
8.192e+07,1,7,6237312,1460950,1492138955648,15813,21068648448,16302,21752107008,0,0,0.910729,7.46069e+07,0.019582,5.5155,309.941,1.02468e+06
8.192e+07,2,11,8039904,1462019,1494712332832,15924,21201567744,16093,21452636160,0,0,0.9123,7.47356e+07,0.0195625,5.60772,314.694,1.02569e+06
8.192e+07,3,7,7408384,1461026,1493203686656,15880,21167091712,15851,21086642176,0,0,0.911379,7.46602e+07,0.019569,5.56762,312.673,1.02537e+06
8.192e+07,4,6,6609472,1462959,1494802531776,16153,21518962688,15098,20132859904,0,0,0.912355,7.47401e+07,0.0195739,5.60857,314.228,1.02516e+06
