Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730814,0.911783,746932675712,37,33684352,7907,10531250176,0,0,27.5809,1.02537e+06
1.6384e+07,1463565,0.912886,1495671653920,24,22022624,16031,21336064000,0,0,28.0156,1.02528e+06
2.4576e+07,2193323,0.911948,2241203545824,21,22124832,23850,31736287232,0,0,27.8075,1.02515e+06
3.2768e+07,2923867,0.911799,2987783064480,56,56886368,31824,42358370304,0,0,27.8045,1.02519e+06
4.096e+07,3654578,0.911699,3734319059296,12,8548000,39814,53016571904,0,0,27.8399,1.02516e+06
4.9152e+07,4385054,0.911603,4480709350528,39,38202240,47787,63648579584,0,0,27.8651,1.02516e+06
5.7344e+07,5116232,0.911652,5227778082816,23,19085312,55737,74271993856,0,0,27.8758,1.02515e+06
6.5536e+07,5846565,0.911607,5974304689664,27,26325504,63677,84816441344,0,0,27.897,1.02519e+06
7.3728e+07,6577124,0.91155,6720676737088,45,45744064,71557,95340924928,0,0,27.8576,1.02517e+06
8.192e+07,7307234,0.911454,7466627728000,40,37375360,79519,105958490112,0,0,27.8265,1.02516e+06
