Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,160648,0.2,163839680000,569354,581765366272,0,0,0,0,284640,204275
1.6384e+07,320949,0.2,327679680000,1140178,1165062562304,0,0,0,0,569587,204328
2.4576e+07,481287,0.2,491519680000,1709813,1747222278656,0,0,0,0,854665,204349
3.2768e+07,641472,0.2,655359680000,2279486,2328590619136,0,0,0,0,1.13972e+06,204313
4.096e+07,802119,0.2,819199680000,2850483,2912063209984,0,0,0,0,1.42477e+06,204307
4.9152e+07,962304,0.2,983039680000,3422142,3496602169856,0,0,0,0,1.70998e+06,204342
5.7344e+07,1122547,0.2,1146879680000,3993113,4079275745792,0,0,0,0,1.99538e+06,204320
6.5536e+07,1282902,0.2,1310719680000,4563288,4662158516736,0,0,0,0,2.28072e+06,204334
7.3728e+07,1443352,0.2,1474559680000,5133902,5244772860416,0,0,0,0,2.56607e+06,204320
8.192e+07,1603334,0.2,1638399680000,5705210,5828551328256,0,0,0,0,2.85143e+06,204335
