Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,593572,0.791292,648226102560,137468,98887287520,364581,484640559104,193,254316544,69357.1,1.26769e+06
1.6384e+07,1189267,0.792882,1299058089248,273733,196324848352,730974,971638607872,195,260378624,137513,1.26768e+06
2.4576e+07,1784893,0.793422,1949915073824,410039,293668119264,1097357,1458631073792,176,235859968,205709,1.26774e+06
3.2768e+07,2379531,0.793292,2599459421472,547109,391800124128,1462646,1944334303232,177,234741760,273896,1.26785e+06
4.096e+07,2974086,0.793218,3249021111584,683646,489327698656,1828078,2430060896256,180,239644672,342177,1.26785e+06
4.9152e+07,3568253,0.793029,3897894346016,819958,586752881376,2193100,2915102388224,188,247902208,410420,1.26776e+06
5.7344e+07,4163792,0.793132,4548135685408,955991,684104446688,2559175,3401480835072,168,225009664,478690,1.2677e+06
6.5536e+07,4758859,0.79322,5198448454944,1093784,782231810784,2925195,3887944159232,164,215564288,546927,1.26766e+06
7.3728e+07,5353290,0.793151,5847743675680,1230380,880020230880,3290408,4373437644800,192,253829120,615231,1.26769e+06
8.192e+07,5948585,0.793224,6498092850464,1366774,977475068640,3656583,4859955531776,198,262541312,683580,1.26765e+06
