Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729465,0.921967,745686698208,584,616032032,98942,133184532480,88,118361216,486.194,1.05528e+06
1.6384e+07,1461279,0.923123,1493550909112,458,487172424,198770,267476475904,91,121409536,490.861,1.0552e+06
2.4576e+07,2192899,0.923546,2241522498088,419,446948824,298641,401876586496,111,149303768,493.003,1.05536e+06
3.2768e+07,2924062,0.923574,2988801831632,565,597146928,398429,536273080320,76,100876288,493.262,1.05538e+06
4.096e+07,3654240,0.923424,3735298473560,593,629572008,499028,671664271360,58,74587248,492.577,1.05548e+06
4.9152e+07,4384619,0.923327,4481805031048,585,599980408,598709,805781049344,68,89276416,490.986,1.05546e+06
5.7344e+07,5114689,0.92325,5228267872048,499,530743504,698711,940388380672,129,176532608,491.568,1.05552e+06
6.5536e+07,5845774,0.923267,5975290227512,482,502158536,798467,1074654044160,28,36719744,491.161,1.05547e+06
7.3728e+07,6576883,0.923293,6722425532944,556,570228208,899277,1210296860672,39,50625664,491.607,1.05547e+06
8.192e+07,7308123,0.923366,7470050968096,544,564370912,1000843,1347102711808,52,69672960,492.804,1.05557e+06
