Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730382,0.910984,746277827872,18,19065568,18420,24559390720,0,0,27.3547,1.02943e+06
1.6384e+07,1461455,0.911184,1492883454848,29,28730496,36925,49267253248,0,0,27.4875,1.02921e+06
2.4576e+07,2191895,0.911335,2239698079744,20,16953344,55452,74024792064,0,0,27.5009,1.02953e+06
3.2768e+07,2921981,0.911126,2985576679936,56,54060544,74117,98899853312,0,0,27.5576,1.0295e+06
4.096e+07,3653680,0.911457,3733328108032,19,17782272,92807,123841175552,0,0,27.6178,1.02954e+06
4.9152e+07,4384100,0.911421,4479814716064,40,38188384,111301,148526948352,0,0,27.5866,1.02957e+06
5.7344e+07,5114438,0.911265,5225558611264,34,32701120,129650,172986441728,0,0,27.5668,1.02945e+06
6.5536e+07,5845126,0.911263,5972056471264,29,30472480,148045,197535772672,0,0,27.5577,1.02944e+06
7.3728e+07,6575607,0.911256,6718506130528,31,29909920,166081,221628690432,0,0,27.5237,1.02944e+06
8.192e+07,7305803,0.911247,7464933054880,41,41682528,184866,246687940608,0,0,27.5651,1.0295e+06
