Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730620,0.923075,746731508496,379,369274096,62733,83473334272,0,0,348.218,1.04596e+06
1.6384e+07,1460890,0.923058,1493429090512,386,398456624,126002,167507124224,0,0,349.064,1.0462e+06
2.4576e+07,2190786,0.922748,2239267797840,308,313693360,188897,251109822464,0,0,348.936,1.04605e+06
3.2768e+07,2920264,0.922549,2984941178552,325,342970696,251398,334151663616,0,0,348.253,1.04602e+06
4.096e+07,3651060,0.922663,3731714792952,354,351126024,314486,418090369024,0,0,348.798,1.04599e+06
4.9152e+07,4380724,0.9225,4477136266584,384,391289512,377027,501178982400,0,0,348.411,1.04588e+06
5.7344e+07,5111831,0.922636,5224220946744,402,400654024,440898,586130272256,0,0,349.148,1.04593e+06
6.5536e+07,5840841,0.922466,5969257667496,309,323318872,503603,669506715648,0,0,348.965,1.04592e+06
7.3728e+07,6571539,0.922507,6715763215672,376,377131720,566265,752841027584,0,0,348.887,1.04587e+06
8.192e+07,7302264,0.922573,7462572169072,357,361433232,629090,836416602112,0,0,348.984,1.04588e+06
