Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
8.192e+06,0,188606,167562929344,229014,163839880000,311927,414691856384,0,0,0,0,0.999999,8.19199e+06,0.0279558,88986.6,1.52141e+06,1.02268e+06
8.192e+06,1,188811,250933776384,123116,163758080000,0,0,311927,414691856384,188811,250933776384,0.9995,8.1879e+06,0.0150363,99588.5,2.71034e+06,1.32945e+06
8.192e+06,2,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
8.192e+06,3,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
8.192e+06,4,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
1.6384e+07,0,314919,251323368640,458248,327679880000,687734,914161606656,0,0,0,0,1,1.6384e+07,0.0279692,179257,3.04279e+06,1.02208e+06
1.6384e+07,1,441313,586563526656,246421,327598080000,0,0,687734,914161606656,441313,586563526656,0.99975,1.63799e+07,0.0150441,198349,5.42681e+06,1.32924e+06
1.6384e+07,2,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
1.6384e+07,3,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
1.6384e+07,4,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
2.4576e+07,0,608851,558525748416,687519,491519880000,894617,1189148815360,0,0,0,0,1,2.4576e+07,0.0279752,270005,4.56793e+06,1.022e+06
2.4576e+07,1,524895,697710735360,369722,491438080000,0,0,894617,1189148815360,524895,697710735360,0.999833,2.45719e+07,0.0150465,296760,8.14292e+06,1.32923e+06
2.4576e+07,2,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
2.4576e+07,3,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
2.4576e+07,4,0,0,0,0,0,0,0,0,0,0,0,0,-nan,0,-nan,0
