Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1524250,0.762126,624333647200,10,3248800,5448,2231500800,0,0,10.075,409600
1.6384e+07,3049950,0.762488,1249260422400,17,6060800,11043,4523212800,0,0,10.078,409600
2.4576e+07,4575278,0.762547,1874034380000,5,1536800,16466,6744473600,0,0,10.0685,409600
3.2768e+07,6101407,0.762676,2499137439200,9,2554400,22050,9031680000,0,0,10.0696,409600
4.096e+07,7627504,0.762751,3124226710400,7,1795200,27564,11290214400,0,0,10.069,409600
4.9152e+07,9154530,0.762878,3749696371200,13,4441600,33051,13537689600,0,0,10.0731,409600
5.7344e+07,10680712,0.762908,4374820465600,10,3265600,38490,15765504000,0,0,10.0745,409600
6.5536e+07,12204093,0.762756,4998797789600,7,1570400,43989,18017894400,0,0,10.0698,409600
7.3728e+07,13728616,0.762701,5623241882400,15,5375200,49558,20298956800,0,0,10.0691,409600
8.192e+07,15254866,0.762743,6248394609600,11,3009600,55157,22592307200,0,0,10.0673,409600
