Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
819200,0,5,1705600,30568,12520995200,0,0,0,0,0,0,0.764221,626050,0.0488268,2.05106,55.5458,409600
819200,1,5,1887200,30395,12449952800,0,0,0,0,0,0,0.759885,622498,0.0488275,1.9679,53.6243,409600
819200,2,5,1885600,30457,12475349600,0,0,0,0,0,0,0.761435,623767,0.0488275,1.99727,54.3053,409600
819200,3,1,128800,30653,12555749600,0,0,0,0,0,0,0.766342,627787,0.048827,2.082,56.229,409600
819200,4,3,1065600,30502,12493782400,0,0,0,0,0,0,0.76256,624689,0.0488275,1.97708,53.6841,409600
1.6384e+06,0,2,780800,61296,25106880000,0,0,0,0,0,0,0.766201,1.25534e+06,0.0488281,2.06993,55.9123,409600
1.6384e+06,1,0,0,60909,24948326400,0,0,0,0,0,0,0.761362,1.24742e+06,0.0488281,1.97639,53.754,409600
1.6384e+06,2,2,428800,60804,24905708800,0,0,0,0,0,0,0.760062,1.24529e+06,0.0488274,1.94934,53.1154,409600
1.6384e+06,3,1,109600,61087,25021535200,0,0,0,0,0,0,0.763597,1.25108e+06,0.0488275,2.03361,55.1315,409600
1.6384e+06,4,0,0,60534,24794726400,0,0,0,0,0,0,0.756675,1.23974e+06,0.0488281,1.94537,53.2427,409600
2.4576e+06,0,1,339200,91849,37621420800,0,0,0,0,0,0,0.76541,1.88107e+06,0.048828,2.03061,54.9212,409600
2.4576e+06,1,0,0,91280,37388288000,0,0,0,0,0,0,0.760667,1.86941e+06,0.0488281,1.99048,54.1814,409600
2.4576e+06,2,1,256000,91140,37331097600,0,0,0,0,0,0,0.759503,1.86655e+06,0.0488279,1.96594,53.6013,409600
2.4576e+06,3,2,536000,91747,37579854400,0,0,0,0,0,0,0.764564,1.87899e+06,0.0488278,2.05993,55.7667,409600
2.4576e+06,4,4,1596000,91027,37284701600,0,0,0,0,0,0,0.758559,1.86424e+06,0.0488281,1.98889,54.2847,409600
3.2768e+06,0,6,2284800,122603,50218361600,0,0,0,0,0,0,0.766271,2.51092e+06,0.048828,2.04523,55.2475,409600
3.2768e+06,1,2,632800,121859,49913632800,0,0,0,0,0,0,0.761622,2.49568e+06,0.0488279,1.99466,54.2259,409600
3.2768e+06,2,7,2575200,121807,49892439200,0,0,0,0,0,0,0.761298,2.49462e+06,0.0488278,1.99831,54.3458,409600
3.2768e+06,3,11,4497600,122753,50279636800,0,0,0,0,0,0,0.767206,2.51398e+06,0.0488281,2.09004,56.3658,409600
3.2768e+06,4,1,223200,121452,49746925600,0,0,0,0,0,0,0.759078,2.48735e+06,0.0488279,1.99558,54.43,409600
4.096e+06,0,0,0,153174,62740070400,0,0,0,0,0,0,0.76587,3.137e+06,0.0488281,2.0494,55.391,409600
4.096e+06,1,1,219200,152513,62469515200,0,0,0,0,0,0,0.762567,3.12348e+06,0.048828,1.99591,54.1933,409600
4.096e+06,2,0,0,152392,62419763200,0,0,0,0,0,0,0.76196,3.12099e+06,0.0488281,2.01958,54.872,409600
4.096e+06,3,2,727200,153422,62841743200,0,0,0,0,0,0,0.767111,3.14209e+06,0.0488281,2.09116,56.4161,409600
4.096e+06,4,0,0,151915,62224384000,0,0,0,0,0,0,0.759575,3.11122e+06,0.0488281,1.99771,54.4524,409600
4.9152e+06,0,2,479200,183990,75362644000,0,0,0,0,0,0,0.766628,3.76813e+06,0.0488279,2.0568,55.5347,409600
4.9152e+06,1,1,189600,182998,74956200800,0,0,0,0,0,0,0.762494,3.74781e+06,0.048828,2.00945,54.5615,409600
4.9152e+06,2,1,308800,182868,74902833600,0,0,0,0,0,0,0.761951,3.74514e+06,0.0488281,2.01734,54.8124,409600
4.9152e+06,3,0,0,184032,75379507200,0,0,0,0,0,0,0.7668,3.76898e+06,0.0488281,2.07917,56.1194,409600
4.9152e+06,4,0,0,182484,74745446400,0,0,0,0,0,0,0.76035,3.73727e+06,0.0488281,2.00121,54.4918,409600
5.7344e+06,0,2,448000,214628,87912000000,0,0,0,0,0,0,0.766532,4.3956e+06,0.0488279,2.05877,55.594,409600
5.7344e+06,1,1,309600,213730,87543908000,0,0,0,0,0,0,0.763322,4.3772e+06,0.0488281,2.0239,54.8905,409600
5.7344e+06,2,1,349600,213393,87405832800,0,0,0,0,0,0,0.762118,4.37029e+06,0.0488281,2.0203,54.8802,409600
5.7344e+06,3,3,1048000,214609,87904027200,0,0,0,0,0,0,0.766462,4.3952e+06,0.048828,2.06378,55.7324,409600
5.7344e+06,4,1,309600,213215,87332964000,0,0,0,0,0,0,0.761483,4.36665e+06,0.0488281,2.01201,54.7019,409600
6.5536e+06,0,1,269600,245362,100500415200,0,0,0,0,0,0,0.766757,5.02502e+06,0.0488281,2.06375,55.7109,409600
6.5536e+06,1,1,268800,244252,100045760000,0,0,0,0,0,0,0.763289,5.00229e+06,0.0488281,2.03205,55.1114,409600
6.5536e+06,2,4,1607200,243832,99873618400,0,0,0,0,0,0,0.761975,4.99368e+06,0.0488281,2.01647,54.7872,409600
6.5536e+06,3,3,825600,245060,100376979200,0,0,0,0,0,0,0.765816,5.01885e+06,0.0488279,2.05313,55.4944,409600
6.5536e+06,4,1,309600,243624,99788490400,0,0,0,0,0,0,0.761326,4.98942e+06,0.0488281,2.00485,54.5207,409600
7.3728e+06,0,5,1845600,276155,113113290400,0,0,0,0,0,0,0.767099,5.65566e+06,0.048828,2.06549,55.7319,409600
7.3728e+06,1,13,5260800,275049,112660134400,0,0,0,0,0,0,0.764025,5.63301e+06,0.0488281,2.04469,55.393,409600
7.3728e+06,2,8,2958400,274533,112449035200,0,0,0,0,0,0,0.762594,5.62245e+06,0.048828,2.03126,55.1388,409600
