Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,1525836,0.76292,624983772000,13,3978400,5465,2238464000,0,0,10.0853,409600
1.6384e+07,3052359,0.76309,1250246728000,3,747200,11000,4505600000,0,0,10.0995,409600
2.4576e+07,4580207,0.763368,1876053728800,9,2744800,16540,6774784000,0,0,10.1012,409600
3.2768e+07,6108086,0.763511,2501872832000,11,3699200,22096,9050521600,0,0,10.1258,409600
4.096e+07,7633205,0.763321,3126561372800,9,3081600,27605,11307008000,0,0,10.1034,409600
4.9152e+07,9158715,0.763226,3751410807200,15,5000800,33136,13572505600,0,0,10.0943,409600
5.7344e+07,10683765,0.763126,4376070656800,5,1535200,38676,15841689600,0,0,10.0897,409600
6.5536e+07,12210528,0.763158,5001432613600,7,2522400,44225,18114560000,0,0,10.0999,409600
7.3728e+07,13738143,0.76323,5627144084000,8,2565600,49757,20380467200,0,0,10.1077,409600
8.192e+07,15265356,0.763268,6252690656800,5,1208800,55274,22640230400,0,0,10.1125,409600
