Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729971,0.921891,745615600096,93,96232992,105696,142243655680,0,0,116.843,1.05729e+06
1.6384e+07,1459757,0.922248,1491902422432,112,110473824,209791,282326933504,0,0,116.14,1.05765e+06
2.4576e+07,2189578,0.922162,2237612756992,118,117616640,315390,424446820352,0,0,116.555,1.05766e+06
3.2768e+07,2920755,0.922681,2985438327232,101,99851840,421935,567790542848,0,0,117.079,1.05795e+06
4.096e+07,3651934,0.922935,3732992340352,113,107978368,527552,709970776064,0,0,117.191,1.05801e+06
4.9152e+07,4382078,0.922766,4478634737984,119,114581184,632834,851705880576,0,0,117.121,1.05786e+06
5.7344e+07,5110912,0.92252,5223451009456,138,137752144,737776,993055068160,0,0,117.034,1.05784e+06
6.5536e+07,5842019,0.922671,5970802119856,127,126925648,845183,1137746046976,0,0,117.284,1.05795e+06
7.3728e+07,6572739,0.922726,6717615581112,146,145045576,951222,1280484630528,0,0,117.352,1.05797e+06
8.192e+07,7304433,0.922854,7465219774360,82,78624872,1058772,1425298210816,0,0,117.575,1.058e+06
