Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729238,0.909921,745407384384,19,14763200,18179,24257458176,0,0,27.2863,1.02976e+06
1.6384e+07,1460883,0.911018,1492611813984,34,31059360,36625,48856420352,0,0,27.4861,1.02935e+06
2.4576e+07,2192459,0.911646,2240462202688,29,26036416,55199,73606778880,0,0,27.5837,1.02955e+06
3.2768e+07,2923748,0.911883,2988056947136,42,40564288,74092,98822344704,0,0,27.6492,1.0297e+06
4.096e+07,3654352,0.911743,3734497352096,37,40228448,92476,123389792256,0,0,27.6264,1.02964e+06
4.9152e+07,4384668,0.911677,4481074795328,20,20888768,110663,147676942336,0,0,27.5772,1.02968e+06
5.7344e+07,5114901,0.911612,5227546481888,18,19905312,128734,171789926400,0,0,27.5063,1.02969e+06
6.5536e+07,5844783,0.911456,5973321221312,56,59718464,147138,196322009088,0,0,27.4951,1.02966e+06
7.3728e+07,6576861,0.911694,6721738485888,25,25169792,166112,221650923520,0,0,27.5759,1.02972e+06
8.192e+07,7306448,0.911531,7467257905024,10,9011328,184370,246027722752,0,0,27.5385,1.0297e+06
