Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
8.192e+06,0,0,0,305710,125218816000,0,0,0,0,0,0,0.764275,6.26094e+06,0.0488281,2.05166,55.5657,409600
8.192e+06,1,4,1340000,305232,125023325600,0,0,0,0,0,0,0.763082,6.25117e+06,0.048828,2.0362,55.237,409600
8.192e+06,2,2,656800,305291,125047356000,0,0,0,0,0,0,0.763228,6.25237e+06,0.0488281,2.04323,55.4149,409600
8.192e+06,3,3,877600,305048,124948012000,0,0,0,0,0,0,0.762622,6.2474e+06,0.048828,2.01294,54.6455,409600
8.192e+06,4,0,0,306427,125512499200,0,0,0,0,0,0,0.766068,6.27562e+06,0.0488281,2.06849,55.8869,409600
1.6384e+07,0,1,389600,611015,250271764000,0,0,0,0,0,0,0.763769,1.25136e+07,0.0488281,2.04822,55.5101,409600
1.6384e+07,1,3,963200,610289,249974640000,0,0,0,0,0,0,0.762862,1.24987e+07,0.0488281,2.03406,55.1958,409600
1.6384e+07,2,0,0,609789,249769574400,0,0,0,0,0,0,0.762236,1.24885e+07,0.0488281,2.03039,55.1419,409600
1.6384e+07,3,3,1068000,610977,250256340000,0,0,0,0,0,0,0.763722,1.25128e+07,0.0488281,2.02609,54.9205,409600
1.6384e+07,4,4,1585600,612668,250948865600,0,0,0,0,0,0,0.765835,1.25474e+07,0.0488281,2.06674,55.8563,409600
2.4576e+07,0,0,0,917422,375776051200,0,0,0,0,0,0,0.764518,1.87888e+07,0.0488281,2.0433,55.3248,409600
2.4576e+07,1,2,744000,917396,375765476800,0,0,0,0,0,0,0.764497,1.87883e+07,0.0488281,2.05558,55.6552,409600
2.4576e+07,2,2,548800,915525,374999310400,0,0,0,0,0,0,0.762938,1.875e+07,0.0488281,2.02736,55.0105,409600
2.4576e+07,3,0,0,916218,375282892800,0,0,0,0,0,0,0.763515,1.87641e+07,0.0488281,2.02465,54.8969,409600
2.4576e+07,4,2,608800,918332,376148997600,0,0,0,0,0,0,0.765277,1.88074e+07,0.0488281,2.06096,55.7424,409600
3.2768e+07,0,7,2712800,1222739,500834048800,0,0,0,0,0,0,0.764212,2.50417e+07,0.0488281,2.04132,55.2931,409600
3.2768e+07,1,0,0,1223084,500975206400,0,0,0,0,0,0,0.764428,2.50488e+07,0.0488281,2.05205,55.5657,409600
3.2768e+07,2,1,388000,1220707,500001608800,0,0,0,0,0,0,0.762942,2.50001e+07,0.0488281,2.02173,54.8591,409600
3.2768e+07,3,2,687200,1221627,500378551200,0,0,0,0,0,0,0.763517,2.50189e+07,0.0488281,2.0327,55.1125,409600
3.2768e+07,4,5,1805600,1223437,501120037600,0,0,0,0,0,0,0.764648,2.5056e+07,0.0488281,2.05498,55.6279,409600
4.096e+07,0,3,1127200,1528097,625908632800,0,0,0,0,0,0,0.764049,3.12954e+07,0.0488281,2.04359,55.3659,409600
4.096e+07,1,3,901600,1528269,625979309600,0,0,0,0,0,0,0.764135,3.1299e+07,0.0488281,2.04411,55.3738,409600
4.096e+07,2,0,0,1525597,624884531200,0,0,0,0,0,0,0.762798,3.12442e+07,0.0488281,2.02604,54.9848,409600
4.096e+07,3,9,3632800,1527227,625552232800,0,0,0,0,0,0,0.763614,3.12776e+07,0.0488281,2.03281,55.1078,409600
4.096e+07,4,0,0,1529604,626525798400,0,0,0,0,0,0,0.764802,3.13263e+07,0.0488281,2.05475,55.6109,409600
4.9152e+07,0,2,796800,1833086,750832048000,0,0,0,0,0,0,0.763786,3.75416e+07,0.0488281,2.03813,55.2385,409600
4.9152e+07,1,1,139200,1833854,751146868800,0,0,0,0,0,0,0.764106,3.75573e+07,0.0488281,2.04104,55.2938,409600
4.9152e+07,2,2,428800,1830517,749780153600,0,0,0,0,0,0,0.762716,3.7489e+07,0.0488281,2.02431,54.9442,409600
4.9152e+07,3,0,0,1832847,750734131200,0,0,0,0,0,0,0.763686,3.75367e+07,0.0488281,2.03117,55.0593,409600
4.9152e+07,4,3,903200,1835717,751910008800,0,0,0,0,0,0,0.764882,3.75955e+07,0.0488281,2.05613,55.642,409600
5.7344e+07,0,3,1219200,2138741,876028323200,0,0,0,0,0,0,0.763836,4.38014e+07,0.0488281,2.04001,55.2853,409600
5.7344e+07,1,4,1417600,2139524,876349251200,0,0,0,0,0,0,0.764116,4.38175e+07,0.0488281,2.04042,55.2764,409600
5.7344e+07,2,3,1129600,2136924,875284169600,0,0,0,0,0,0,0.763187,4.37642e+07,0.0488281,2.02673,54.9756,409600
5.7344e+07,3,1,59200,2138507,875932817600,0,0,0,0,0,0,0.763753,4.37966e+07,0.0488281,2.03421,55.1361,409600
5.7344e+07,4,0,0,2141098,876993740800,0,0,0,0,0,0,0.764678,4.38497e+07,0.0488281,2.05416,55.6038,409600
6.5536e+07,0,1,359200,2443550,1000878130400,0,0,0,0,0,0,0.763609,5.00439e+07,0.0488281,2.03821,55.2536,409600
6.5536e+07,1,0,0,2445075,1001502720000,0,0,0,0,0,0,0.764086,5.00751e+07,0.0488281,2.04075,55.2874,409600
6.5536e+07,2,1,249600,2443974,1001051910400,0,0,0,0,0,0,0.763742,5.00526e+07,0.0488281,2.03216,55.0817,409600
6.5536e+07,3,0,0,2444074,1001092710400,0,0,0,0,0,0,0.763773,5.00546e+07,0.0488281,2.03456,55.1441,409600
6.5536e+07,4,3,865600,2446436,1002060548800,0,0,0,0,0,0,0.764512,5.0103e+07,0.0488281,2.05027,55.5116,409600
7.3728e+07,0,1,408000,2749104,1126033000000,0,0,0,0,0,0,0.76364,5.63016e+07,0.0488281,2.03955,55.2871,409600
