Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,729890,0.910262,745686247968,38,36992480,18426,24570966016,0,0,27.2873,1.02932e+06
1.6384e+07,1461165,0.911384,1493211531712,35,34039360,37039,49397653504,0,0,27.5863,1.02964e+06
2.4576e+07,2191774,0.911493,2240084809568,19,15612064,55648,74244800512,0,0,27.565,1.02977e+06
3.2768e+07,2922756,0.911657,2987319083072,58,54505408,74346,99207024640,0,0,27.6123,1.02984e+06
4.096e+07,3653303,0.911591,3733877618720,26,20514784,92596,123537031168,0,0,27.5467,1.02977e+06
4.9152e+07,4384339,0.911701,4481194184480,35,32481504,111368,148585709568,0,0,27.5917,1.02982e+06
5.7344e+07,5114958,0.911633,5227670143648,27,28687712,130125,173630517248,0,0,27.6196,1.02978e+06
6.5536e+07,5846860,0.911825,5975738165088,35,31357088,149049,198870126592,0,0,27.6678,1.0298e+06
7.3728e+07,6578048,0.911849,6722881917280,16,13016736,167835,223965138944,0,0,27.6908,1.02979e+06
8.192e+07,7308363,0.911767,7469198740000,15,11179488,186141,248406503424,0,0,27.6527,1.02977e+06
