Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
819200,152651,0.763262,62526404000,17,6408800,1038,425164800,0,0,10.2042,409600
1.6384e+06,303943,0.759863,124495944000,4,747200,2132,873267200,0,0,9.98178,409600
2.4576e+06,456194,0.760325,186857483200,4,1217600,3187,1305395200,0,0,10.039,409600
3.2768e+06,608627,0.760787,249294541600,7,1944800,4292,1758003200,0,0,10.0465,409600
4.096e+06,762132,0.762134,312169912000,13,4680000,5472,2241331200,0,0,10.1329,409600
4.9152e+06,914831,0.762361,374715568800,12,4124000,6568,2690252800,0,0,10.1571,409600
5.7344e+06,1067252,0.762324,437147222400,12,4112000,7712,3158835200,0,0,10.1321,409600
6.5536e+06,1220046,0.76253,499731634400,15,5351200,8838,3620044800,0,0,10.1443,409600
7.3728e+06,1373110,0.76284,562426571200,17,6248000,9894,4052582400,0,0,10.1728,409600
8.192e+06,1525626,0.762815,624897688000,13,4046400,11022,4514611200,0,0,10.1774,409600
9.0112e+06,1678482,0.762947,687506832800,9,3080800,12239,5013094400,0,0,10.1948,409600
9.8304e+06,1831202,0.763002,750061305600,7,1900800,13340,5464064000,0,0,10.194,409600
1.06496e+07,1984199,0.763155,812729264000,9,2332800,14341,5874073600,0,0,10.1871,409600
1.14688e+07,2137238,0.7633,875413354400,9,3016800,15492,6345523200,0,0,10.1902,409600
1.2288e+07,2289364,0.763122,937724622400,12,3787200,16486,6752665600,0,0,10.1768,409600
1.31072e+07,2442405,0.763253,1000410452000,13,3960800,17615,7215104000,0,0,10.1871,409600
1.39264e+07,2595465,0.763373,1063103078400,16,5939200,18765,7686144000,0,0,10.1926,409600
1.47456e+07,2748976,0.763605,1125981031200,3,767200,19801,8110489600,0,0,10.2035,409600
1.55648e+07,2901403,0.763527,1188415068800,8,2876800,20876,8550809600,0,0,10.1934,409600
1.6384e+07,3054152,0.763539,1250981773600,8,2162400,21977,9001779200,0,0,10.1993,409600
1.72032e+07,3206347,0.763417,1313320684800,12,3961600,23049,9440870400,0,0,10.1882,409600
1.80224e+07,3359290,0.763475,1375965714400,14,5204000,24121,9879961600,0,0,10.1885,409600
1.88416e+07,3512096,0.7635,1438555377600,11,3649600,25243,10339532800,0,0,10.1885,409600
