Time,Server_no,Pending_Requests,Pending_req_size,Processed Requests,Processed req size,# Requests Forwarded,Size of Requests Forwarded,# Forwarded Requests Received,Size of Forwarded Requests Received,# Pending Forwarded Requests Received,Size of Pending Forwarded Requests Received,Utilization,Busy Time,Average Service Rate,Average # requests in system,Average Response Time,Average Response Size
819200,0,2,657600,30712,12579796800,186,76185600,257,105267200,0,0,0.76781,628990,0.0488275,2.1497,58.0929,409600
819200,1,2,659200,30558,12516716800,214,87654400,186,76185600,0,0,0.76396,625836,0.0488275,2.04829,55.4643,409600
819200,2,2,807200,30597,12532543200,180,73728000,214,87654400,0,0,0.764926,626627,0.0488281,2.00589,54.3863,409600
819200,3,1,319200,30354,12433088800,201,82329600,180,73728000,0,0,0.758856,621654,0.0488278,2.0006,54.5387,409600
819200,4,10,3965600,30430,12464258400,257,105267200,201,82329600,0,0,0.760758,623213,0.0488276,1.99968,54.2067,409600
1.6384e+06,0,0,0,60919,24952422400,372,152371200,551,225689600,0,0,0.761487,1.24762e+06,0.0488281,2.02852,55.3639,409600
1.6384e+06,1,1,147200,60807,24906809600,388,158924800,372,152371200,0,0,0.760096,1.24534e+06,0.0488276,2.00513,54.5849,409600
1.6384e+06,2,1,109600,60833,24917496800,386,158105600,388,158924800,0,0,0.760422,1.24587e+06,0.0488275,1.99637,54.3731,409600
1.6384e+06,3,2,490400,60532,24794236000,435,178176000,386,158105600,0,0,0.75666,1.23971e+06,0.0488275,1.97278,53.9667,409600
1.6384e+06,4,0,0,60852,24924979200,551,225689600,435,178176000,0,0,0.76065,1.24625e+06,0.0488281,1.97899,53.6905,409600
2.4576e+06,0,2,658400,91268,37383533600,572,234291200,803,328908800,0,0,0.76057,1.86918e+06,0.0488279,2.03524,55.5705,409600
2.4576e+06,1,1,389600,91440,37453844000,572,234291200,572,234291200,0,0,0.762,1.87269e+06,0.0488281,2.03352,55.2255,409600
2.4576e+06,2,0,0,91476,37468569600,610,249856000,572,234291200,0,0,0.7623,1.87343e+06,0.0488281,1.99754,54.2613,409600
2.4576e+06,3,0,0,90916,37239193600,630,258048000,610,249856000,0,0,0.757633,1.86196e+06,0.0488281,1.98298,54.1802,409600
2.4576e+06,4,1,169600,91094,37312342400,803,328908800,630,258048000,0,0,0.759122,1.86562e+06,0.0488278,1.98976,54.119,409600
3.2768e+06,0,3,1007200,121875,49920221600,782,320307200,1015,415744000,0,0,0.761722,2.49601e+06,0.0488279,2.03988,55.566,409600
