Time,Total_reqs_processed,Avg_utilization,total_bytes_processed,total_pending_reqs,total_pending_respSize,total_requests_forwarded,total_size_of_requests_forwarded,total_pending_forwarded_requests,size_of_pending_forwarded_requests,Consolidated average # requests in system,Consolidated Average Response Size
8.192e+06,730860,0.911504,746703976800,38,38291104,0,0,0,0,32.2129,1.02168e+06
1.6384e+07,1461516,0.911441,1493304935840,23,20367968,0,0,0,0,31.8266,1.02175e+06
2.4576e+07,2191464,0.911056,2239010455936,22,19172992,0,0,0,0,31.6851,1.02169e+06
3.2768e+07,2921985,0.911066,2985382598272,13,13912448,0,0,0,0,31.4804,1.0217e+06
4.096e+07,3653124,0.911354,3732907830976,25,25350464,0,0,0,0,31.4782,1.02184e+06
4.9152e+07,4383541,0.911307,4479256258496,38,38291520,0,0,0,0,31.2858,1.02184e+06
5.7344e+07,5114379,0.911378,5226208088480,32,29507168,0,0,0,0,31.3847,1.02187e+06
6.5536e+07,5844732,0.91141,5973016926400,18,16086848,0,0,0,0,31.3747,1.02195e+06
7.3728e+07,6575760,0.911436,6719832802624,30,30001856,0,0,0,0,31.4074,1.02191e+06
8.192e+07,7306874,0.911497,7466984235712,29,26946880,0,0,0,0,31.458,1.02191e+06
